edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,800, 400, 0, 0, 0, 0, 0
China->Thailand,1100, 0, 0, 0, 0, 0, 0
China->Australia,600, 200, 0, 0, 0, 0, 0
China->Taiwan,800, 0, 0, 0, 0, 0, 0
Sweden->UnitedArabEmirates,400, 200, 100, 0, 0, 0, 0
China->Malaysia,500, 0, 100, 100, 0, 0, 0
China->Singapore,600, 100, 0, 0, 0, 0, 0
Sweden->Poland,400, 0, 200, 0, 0, 0, 0
China->HongKong,500, 100, 0, 0, 0, 0, 0
China->Germany,600, 0, 0, 0, 0, 0, 0
USA->Canada,300, 0, 300, 0, 0, 0, 0
France->USA,0, 0, 500, 100, 0, 0, 0
China->UnitedArabEmirates,300, 200, 0, 0, 0, 0, 0
China->Japan,300, 200, 0, 0, 0, 0, 0
China->France,500, 0, 0, 0, 0, 0, 0
India->Singapore,200, 100, 200, 0, 0, 0, 0
Sweden->Denmark,100, 0, 0, 400, 0, 0, 0
Vietnam->Italy,0, 0, 400, 100, 0, 0, 0
SaudiArabia->Turkey,0, 0, 100, 400, 0, 0, 0
Brazil->Sweden,100, 300, 0, 0, 0, 0, 0
Netherlands->Belgium,100, 0, 100, 200, 0, 0, 0
Italy->Brazil,100, 200, 100, 0, 0, 0, 0
Sweden->Russia,100, 200, 100, 0, 0, 0, 0
Singapore->China,300, 100, 0, 0, 0, 0, 0
China->Netherlands,400, 0, 0, 0, 0, 0, 0
China->Oman,300, 100, 0, 0, 0, 0, 0
Singapore->Malaysia,100, 100, 200, 0, 0, 0, 0
Sweden->NewZealand,100, 100, 100, 100, 0, 0, 0
USA->Norway,300, 0, 0, 100, 0, 0, 0
Argentina->Hungary,0, 300, 100, 0, 0, 0, 0
Switzerland->Austria,0, 100, 300, 0, 0, 0, 0
Switzerland->India,0, 100, 200, 100, 0, 0, 0
Argentina->Spain,0, 300, 100, 0, 0, 0, 0
Vietnam->Poland,0, 0, 400, 0, 0, 0, 0
Colombia->Canada,0, 0, 400, 0, 0, 0, 0
France->Israel,0, 0, 200, 200, 0, 0, 0
UnitedKingdom->Italy,200, 164, 0, 0, 0, 0, 0
UnitedKingdom->Switzerland,0, 200, 0, 164, 0, 0, 0
France->Australia,0, 0, 123, 200, 0, 0, 0
Sweden->SaudiArabia,100, 200, 0, 0, 0, 0, 0
Sweden->Latvia,100, 100, 0, 100, 0, 0, 0
Italy->Netherlands,100, 100, 100, 0, 0, 0, 0
Italy->Germany,100, 0, 200, 0, 0, 0, 0
Sweden->Belgium,100, 0, 200, 0, 0, 0, 0
Taiwan->Australia,200, 0, 100, 0, 0, 0, 0
China->SouthKorea,300, 0, 0, 0, 0, 0, 0
Netherlands->Germany,100, 0, 200, 0, 0, 0, 0
China->Canada,200, 100, 0, 0, 0, 0, 0
UnitedKingdom->USA,100, 0, 0, 200, 0, 0, 0
Sweden->France,200, 0, 100, 0, 0, 0, 0
USA->Taiwan,200, 0, 100, 0, 0, 0, 0
USA->Australia,100, 0, 200, 0, 0, 0, 0
Denmark->Hungary,100, 0, 100, 100, 0, 0, 0
India->Malaysia,100, 200, 0, 0, 0, 0, 0
UnitedKingdom->Luxembourg,0, 100, 100, 100, 0, 0, 0
Japan->Italy,0, 300, 0, 0, 0, 0, 0
Japan->Poland,0, 200, 100, 0, 0, 0, 0
Japan->Belgium,0, 300, 0, 0, 0, 0, 0
UnitedKingdom->Singapore,0, 100, 200, 0, 0, 0, 0
Italy->Switzerland,0, 100, 100, 100, 0, 0, 0
Switzerland->Argentina,0, 200, 100, 0, 0, 0, 0
Switzerland->Japan,0, 300, 0, 0, 0, 0, 0
Jordan->Switzerland,0, 200, 0, 100, 0, 0, 0
Brazil->Bangladesh,0, 200, 0, 100, 0, 0, 0
Brazil->Argentina,0, 100, 200, 0, 0, 0, 0
Brazil->Poland,0, 100, 200, 0, 0, 0, 0
Sweden->Netherlands,0, 200, 100, 0, 0, 0, 0
Switzerland->USA,0, 100, 200, 0, 0, 0, 0
Switzerland->UnitedKingdom,0, 100, 200, 0, 0, 0, 0
Japan->Greece,0, 300, 0, 0, 0, 0, 0
Vietnam->Morocco,0, 100, 200, 0, 0, 0, 0
SouthKorea->China,0, 300, 0, 0, 0, 0, 0
SaudiArabia->USA,0, 300, 0, 0, 0, 0, 0
Spain->Portugal,0, 200, 100, 0, 0, 0, 0
Vietnam->Brazil,0, 0, 300, 0, 0, 0, 0
Vietnam->Austria,0, 0, 300, 0, 0, 0, 0
Portugal->Japan,0, 0, 300, 0, 0, 0, 0
Italy->India,0, 0, 300, 0, 0, 0, 0
Italy->Poland,0, 0, 200, 100, 0, 0, 0
Italy->NewZealand,0, 0, 300, 0, 0, 0, 0
France->Finland,0, 0, 200, 100, 0, 0, 0
