edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,734, 230, 0, 0, 0, 0, 0
China->Thailand,914, 0, 0, 0, 0, 0, 0
China->Taiwan,665, 14, 0, 11, 0, 0, 0
China->Singapore,499, 73, 0, 0, 0, 0, 0
China->UnitedArabEmirates,427, 119, 0, 11, 0, 0, 0
China->Australia,442, 89, 0, 0, 0, 0, 0
China->SouthKorea,372, 101, 0, 0, 0, 0, 0
France->USA,74, 0, 387, 6, 0, 0, 0
USA->Canada,63, 0, 338, 39, 0, 0, 0
Sweden->UnitedArabEmirates,147, 167, 122, 0, 0, 0, 0
Vietnam->Poland,0, 0, 411, 0, 0, 0, 0
China->Netherlands,400, 0, 0, 0, 0, 0, 0
India->Singapore,110, 190, 94, 0, 0, 0, 0
SaudiArabia->Turkey,0, 50, 100, 243, 0, 0, 0
Singapore->China,321, 61, 0, 0, 0, 0, 0
China->HongKong,331, 45, 0, 0, 0, 0, 0
SaudiArabia->USA,0, 229, 134, 0, 0, 0, 0
Japan->Italy,0, 349, 0, 10, 0, 0, 0
China->Malaysia,322, 0, 4, 32, 0, 0, 0
Sweden->Latvia,100, 115, 41, 100, 0, 0, 0
Netherlands->Belgium,100, 0, 79, 176, 0, 0, 0
China->Japan,232, 116, 0, 0, 0, 0, 0
Colombia->Canada,3, 0, 345, 0, 0, 0, 0
Israel->Denmark,41, 0, 300, 0, 0, 0, 0
UnitedArabEmirates->Sweden,278, 23, 35, 0, 0, 0, 0
USA->Australia,29, 42, 200, 60, 0, 0, 0
China->France,329, 0, 0, 0, 0, 0, 0
Sweden->Poland,234, 25, 60, 0, 0, 0, 0
Sweden->Denmark,133, 21, 0, 165, 0, 0, 0
Vietnam->Italy,0, 0, 280, 35, 0, 0, 0
Hungary->Argentina,0, 191, 117, 0, 0, 0, 0
SouthKorea->China,45, 262, 0, 0, 0, 0, 0
Singapore->Malaysia,94, 9, 200, 0, 0, 0, 0
Switzerland->Brazil,0, 85, 217, 0, 0, 0, 0
Vietnam->Austria,0, 2, 300, 0, 0, 0, 0
Vietnam->Morocco,0, 100, 200, 0, 0, 0, 0
Argentina->Spain,0, 236, 57, 0, 0, 0, 0
Sweden->Brazil,0, 291, 0, 0, 0, 0, 0
Italy->Brazil,100, 115, 73, 0, 0, 0, 0
Brazil->Russia,0, 265, 22, 0, 0, 0, 0
Colombia->Japan,0, 11, 271, 0, 0, 0, 0
Colombia->India,0, 0, 178, 100, 0, 0, 0
Argentina->Hungary,0, 217, 52, 0, 0, 0, 0
Brazil->Chile,6, 99, 162, 0, 0, 0, 0
Spain->Portugal,0, 234, 32, 0, 0, 0, 0
Thailand->Malaysia,182, 82, 0, 0, 0, 0, 0
Poland->Belgium,2, 37, 211, 13, 0, 0, 0
Sweden->Taiwan,126, 132, 0, 0, 0, 0, 0
Singapore->India,70, 34, 153, 0, 0, 0, 0
Sweden->NewZealand,123, 100, 1, 32, 0, 0, 0
UnitedKingdom->Italy,116, 137, 0, 0, 0, 0, 0
Sweden->Russia,81, 117, 55, 0, 0, 0, 0
Japan->UnitedKingdom,11, 103, 138, 0, 0, 0, 0
Switzerland->Argentina,2, 67, 183, 0, 0, 0, 0
India->Malaysia,100, 149, 0, 0, 0, 0, 0
USA->France,55, 0, 191, 0, 0, 0, 0
UnitedKingdom->Switzerland,37, 112, 0, 95, 0, 0, 0
