dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1
SIR003_sl1000_mr05_nv10_17,0.643,0.643,0.643,0.778,0.5,0.609
SIR003_sl1000_mr05_nv10_18,0.652,0.652,0.652,0.714,0.652,0.682
SIR003_sl1000_mr05_nv10_19,0.789,0.811,0.8,0.784,0.784,0.784
SIR003_sl1000_mr05_nv10_2,0.933,0.933,0.933,0.933,0.933,0.933
SIR003_sl1000_mr05_nv10_20,0.556,0.556,0.556,0.8,0.444,0.571
SIR003_sl1000_mr05_nv10_3,0.7,0.7,0.7,0.875,0.7,0.778
SIR003_sl1000_mr05_nv10_4,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl1000_mr05_nv10_5,0.617,0.63,0.624,0.647,0.478,0.55
SIR003_sl1000_mr05_nv10_6,0.682,0.714,0.698,0.684,0.619,0.65
SIR003_sl1000_mr05_nv10_7,0.826,0.826,0.826,0.857,0.783,0.818
SIR003_sl1000_mr05_nv10_8,0.745,0.761,0.753,0.829,0.739,0.782
SIR003_sl1000_mr05_nv10_9,0.533,0.533,0.533,0.75,0.5,0.6
SIR003_sl1000_mr05_nv20_1,0.806,0.829,0.817,0.812,0.743,0.776
SIR003_sl1000_mr05_nv20_10,0.904,0.904,0.904,0.957,0.846,0.898
SIR003_sl1000_mr05_nv20_11,0.6,0.6,0.6,0.667,0.4,0.5
SIR003_sl1000_mr05_nv20_12,0.691,0.691,0.691,0.771,0.673,0.718
SIR003_sl1000_mr05_nv20_13,0.759,0.759,0.759,0.816,0.741,0.777
SIR003_sl1000_mr05_nv20_14,0.9,0.9,0.9,1,1,1
SIR003_sl1000_mr05_nv20_15,0.789,0.789,0.789,0.812,0.684,0.743
SIR003_sl1000_mr05_nv20_16,0.795,0.814,0.805,0.816,0.721,0.765
SIR003_sl1000_mr05_nv20_17,0.74,0.74,0.74,0.814,0.7,0.753
SIR003_sl1000_mr05_nv20_18,0.789,0.789,0.789,0.771,0.711,0.74
SIR003_sl1000_mr05_nv20_19,0.711,0.73,0.72,0.765,0.703,0.732
SIR003_sl1000_mr05_nv20_2,0.714,0.714,0.714,0.795,0.633,0.705
SIR003_sl1000_mr05_nv20_20,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_3,0.615,0.615,0.615,0.727,0.615,0.667
SIR003_sl1000_mr05_nv20_4,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv20_5,0.75,0.75,0.75,0.8,0.667,0.727
SIR003_sl1000_mr05_nv20_6,0.786,0.786,0.786,0.909,0.714,0.8
SIR003_sl1000_mr05_nv20_7,0.833,0.833,0.833,0.9,0.75,0.818
SIR003_sl1000_mr05_nv20_8,0.63,0.63,0.63,0.68,0.63,0.654
SIR003_sl1000_mr05_nv20_9,0.825,0.825,0.825,0.821,0.8,0.81
SIR003_sl1000_mr05_nv5_1,0.778,0.8,0.789,0.735,0.714,0.725
SIR003_sl1000_mr05_nv5_10,0.829,0.829,0.829,0.882,0.732,0.8
SIR003_sl1000_mr05_nv5_11,0.683,0.694,0.688,0.755,0.645,0.696
SIR003_sl1000_mr05_nv5_12,1,1,1,1,1,1
SIR003_sl1000_mr05_nv5_13,0.833,0.909,0.87,0.833,0.909,0.87
SIR003_sl1000_mr05_nv5_14,0.552,0.552,0.552,0.615,0.552,0.582
SIR003_sl1000_mr05_nv5_15,0.742,0.742,0.742,0.846,0.71,0.772
SIR003_sl1000_mr05_nv5_16,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl1000_mr05_nv5_17,0.688,0.688,0.688,0.75,0.562,0.643
SIR003_sl1000_mr05_nv5_18,0.812,0.812,0.812,0.812,0.812,0.812
SIR003_sl1000_mr05_nv5_19,0.528,0.559,0.543,0.559,0.559,0.559
SIR003_sl1000_mr05_nv5_2,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl1000_mr05_nv5_20,0.714,0.769,0.741,0.692,0.692,0.692
SIR003_sl1000_mr05_nv5_3,0.625,0.625,0.625,0.625,0.625,0.625
SIR003_sl1000_mr05_nv5_4,0.786,0.786,0.786,0.917,0.786,0.846
SIR003_sl1000_mr05_nv5_5,0.636,0.636,0.636,1,0.636,0.778
SIR003_sl1000_mr05_nv5_6,0.545,0.545,0.545,0.833,0.455,0.588
SIR003_sl1000_mr05_nv5_7,0.68,0.689,0.685,0.759,0.595,0.667
SIR003_sl1000_mr05_nv5_8,0.56,0.56,0.56,0.706,0.48,0.571
SIR003_sl1000_mr05_nv5_9,0.542,0.542,0.542,0.565,0.542,0.553
SIR003_sl1000_mr1_nv10_1,0.765,0.765,0.765,0.929,0.765,0.839
SIR003_sl1000_mr1_nv10_10,0.545,0.545,0.545,0.556,0.455,0.5
SIR003_sl1000_mr1_nv10_11,0.6,0.6,0.6,0.7,0.7,0.7
SIR003_sl1000_mr1_nv10_12,0.448,0.481,0.464,0.52,0.481,0.5
SIR003_sl1000_mr1_nv10_13,0.167,0.167,0.167,0.167,0.167,0.167
SIR003_sl1000_mr1_nv10_14,0.722,0.722,0.722,0.812,0.722,0.765
SIR003_sl1000_mr1_nv10_15,0.636,0.636,0.636,0.636,0.636,0.636
SIR003_sl1000_mr1_nv10_16,0.619,0.65,0.634,0.714,0.5,0.588
SIR003_sl1000_mr1_nv10_17,0.688,0.688,0.688,0.71,0.688,0.698
SIR003_sl1000_mr1_nv10_18,0.788,0.788,0.788,0.862,0.758,0.806
SIR003_sl1000_mr1_nv10_19,0.688,0.688,0.688,0.778,0.656,0.712
SIR003_sl1000_mr1_nv10_2,0.688,0.698,0.693,0.719,0.651,0.683
SIR003_sl1000_mr1_nv10_20,0.671,0.681,0.676,0.793,0.667,0.724
SIR003_sl1000_mr1_nv10_3,0.792,0.826,0.809,0.792,0.826,0.809
SIR003_sl1000_mr1_nv10_4,0.828,0.828,0.828,0.923,0.828,0.873
SIR003_sl1000_mr1_nv10_5,0.556,0.556,0.556,0.714,0.556,0.625
SIR003_sl1000_mr1_nv10_6,0.667,0.667,0.667,0.87,0.667,0.755
SIR003_sl1000_mr1_nv10_7,0.875,0.875,0.875,0.857,0.75,0.8
SIR003_sl1000_mr1_nv10_8,0.743,0.743,0.743,0.839,0.743,0.788
SIR003_sl1000_mr1_nv10_9,0.667,0.667,0.667,0.857,0.667,0.75
SIR003_sl250_mr05_nv10_1,0.595,0.688,0.638,0.588,0.625,0.606
SIR003_sl250_mr05_nv10_10,0.435,0.526,0.476,0.5,0.526,0.513
SIR003_sl250_mr05_nv10_11,0.308,0.333,0.32,0.556,0.417,0.476
SIR003_sl250_mr05_nv10_12,0.429,0.462,0.444,0.429,0.462,0.444
SIR003_sl250_mr05_nv10_13,0.429,0.429,0.429,0.6,0.429,0.5
SIR003_sl250_mr05_nv10_14,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_15,0.667,0.75,0.706,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_16,0.538,0.636,0.583,0.538,0.636,0.583
SIR003_sl250_mr05_nv10_17,0.653,0.711,0.681,0.705,0.689,0.697
SIR003_sl250_mr05_nv10_18,0.621,0.667,0.643,0.65,0.481,0.553
SIR003_sl250_mr05_nv10_19,0.333,0.4,0.364,0.391,0.36,0.375
SIR003_sl250_mr05_nv10_2,0.786,0.786,0.786,0.769,0.714,0.741
SIR003_sl250_mr05_nv10_20,0.6,0.659,0.628,0.625,0.61,0.617
SIR003_sl250_mr05_nv10_3,0.864,0.864,0.864,0.905,0.864,0.884
SIR003_sl250_mr05_nv10_4,0.769,0.833,0.8,0.769,0.833,0.8
SIR003_sl250_mr05_nv10_5,0.739,0.773,0.756,0.773,0.773,0.773
SIR003_sl250_mr05_nv10_6,0.794,0.818,0.806,0.806,0.758,0.781
SIR003_sl250_mr05_nv10_7,0.415,0.478,0.444,0.432,0.413,0.422
SIR003_sl250_mr05_nv10_8,0.5,0.588,0.541,0.474,0.529,0.5
SIR003_sl250_mr05_nv10_9,0.5,0.667,0.571,0.545,0.667,0.6
SIR003_sl500_mr05_nv10_1,0.714,0.714,0.714,0.857,0.857,0.857
SIR003_sl500_mr05_nv10_10,0.65,0.667,0.658,0.688,0.564,0.62
SIR003_sl500_mr05_nv10_11,0.833,0.833,0.833,0.833,0.833,0.833
SIR003_sl500_mr05_nv10_12,0.69,0.769,0.727,0.682,0.577,0.625
SIR003_sl500_mr05_nv10_13,0.68,0.708,0.694,0.744,0.667,0.703
SIR003_sl500_mr05_nv10_14,0.636,0.636,0.636,0.741,0.606,0.667
SIR003_sl500_mr05_nv10_15,0.842,0.842,0.842,0.895,0.895,0.895
SIR003_sl500_mr05_nv10_16,0.5,0.583,0.538,0.538,0.583,0.56
SIR003_sl500_mr05_nv10_17,0.727,0.8,0.762,0.8,0.8,0.8
SIR003_sl500_mr05_nv10_18,0.846,0.846,0.846,0.846,0.846,0.846
SIR003_sl500_mr05_nv10_19,0.65,0.65,0.65,0.667,0.6,0.632
SIR003_sl500_mr05_nv10_2,0.824,0.824,0.824,0.875,0.824,0.848
SIR003_sl500_mr05_nv10_20,0.5,0.5,0.5,0.571,0.5,0.533
SIR003_sl500_mr05_nv10_3,0.759,0.759,0.759,0.808,0.724,0.764
SIR003_sl500_mr05_nv10_4,0.704,0.731,0.717,0.81,0.654,0.723
SIR003_sl500_mr05_nv10_5,0.727,0.8,0.762,0.778,0.7,0.737
SIR003_sl500_mr05_nv10_6,0.762,0.762,0.762,0.789,0.714,0.75
SIR003_sl500_mr05_nv10_7,0.667,0.778,0.718,0.667,0.778,0.718
SIR003_sl500_mr05_nv10_8,0.667,0.667,0.667,0.6,0.6,0.6
SIR003_sl500_mr05_nv10_9,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr075_nv10_1,0.793,0.807,0.8,0.821,0.807,0.814
SIR01_sl1000_mr075_nv10_10,0.875,0.875,0.875,0.857,0.75,0.8
SIR01_sl1000_mr075_nv10_11,1,1,1,1,1,1
SIR01_sl1000_mr075_nv10_12,0.833,0.833,0.833,0.893,0.833,0.862
SIR01_sl1000_mr075_nv10_13,0.643,0.643,0.643,0.667,0.571,0.615
SIR01_sl1000_mr075_nv10_14,0.857,0.857,0.857,0.833,0.714,0.769
SIR01_sl1000_mr075_nv10_15,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr075_nv10_16,0.842,0.889,0.865,0.789,0.833,0.811
SIR01_sl1000_mr075_nv10_17,0.681,0.69,0.685,0.842,0.676,0.75
SIR01_sl1000_mr075_nv10_18,0.833,0.909,0.87,0.818,0.818,0.818
SIR01_sl1000_mr075_nv10_19,0.545,0.545,0.545,0.833,0.455,0.588
SIR01_sl1000_mr075_nv10_2,0.818,0.818,0.818,0.875,0.636,0.737
SIR01_sl1000_mr075_nv10_20,0.677,0.7,0.689,0.808,0.7,0.75
SIR01_sl1000_mr075_nv10_3,0.636,0.636,0.636,0.571,0.364,0.444
SIR01_sl1000_mr075_nv10_4,0.795,0.816,0.805,0.811,0.789,0.8
SIR01_sl1000_mr075_nv10_5,0.773,0.797,0.785,0.875,0.766,0.817
SIR01_sl1000_mr075_nv10_6,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr075_nv10_7,0.833,0.833,0.833,0.87,0.833,0.851
SIR01_sl1000_mr075_nv10_8,0.625,0.625,0.625,0.75,0.562,0.643
SIR01_sl1000_mr075_nv10_9,0.667,0.667,0.667,0.85,0.63,0.723
SIR01_sl1000_mr15_nv10_1,0.591,0.619,0.605,0.755,0.587,0.661
SIR01_sl1000_mr15_nv10_10,0.75,0.75,0.75,0.759,0.688,0.721
SIR01_sl1000_mr15_nv10_11,0.75,0.75,0.75,0.875,0.583,0.7
SIR01_sl1000_mr15_nv10_12,0.542,0.542,0.542,0.688,0.458,0.55
SIR01_sl1000_mr15_nv10_13,0.588,0.588,0.588,0.909,0.588,0.714
SIR01_sl1000_mr15_nv10_14,1,1,1,1,1,1
SIR01_sl1000_mr15_nv10_15,0.658,0.658,0.658,0.69,0.526,0.597
SIR01_sl1000_mr15_nv10_16,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr15_nv10_17,0.85,0.85,0.85,0.938,0.75,0.833
SIR01_sl1000_mr15_nv10_18,0.657,0.667,0.662,0.821,0.667,0.736
SIR01_sl1000_mr15_nv10_19,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_2,0.692,0.692,0.692,0.889,0.615,0.727
SIR01_sl1000_mr15_nv10_20,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.754,0.78,0.767,0.796,0.729,0.761
SIR01_sl1000_mr15_nv10_4,0.625,0.625,0.625,0.667,0.5,0.571
SIR01_sl1000_mr15_nv10_5,0.8,0.8,0.8,0.889,0.8,0.842
SIR01_sl1000_mr15_nv10_6,0.714,0.714,0.714,0.714,0.714,0.714
SIR01_sl1000_mr15_nv10_7,0.667,0.68,0.673,0.81,0.68,0.739
SIR01_sl1000_mr15_nv10_8,0.7,0.7,0.7,0.857,0.6,0.706
SIR01_sl1000_mr15_nv10_9,0.667,0.667,0.667,0.7,0.667,0.683
SIR01_sl1000_mr15_nv20_1,0.667,0.688,0.677,0.84,0.656,0.737
SIR01_sl1000_mr15_nv20_10,0.769,0.769,0.769,0.909,0.769,0.833
SIR01_sl1000_mr15_nv20_11,0.833,0.847,0.84,0.864,0.864,0.864
SIR01_sl1000_mr15_nv20_12,0.6,0.6,0.6,0.818,0.6,0.692
SIR01_sl1000_mr15_nv20_13,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4,0.4,0.4,0.4
SIR01_sl1000_mr15_nv20_15,0.357,0.357,0.357,0.417,0.357,0.385
SIR01_sl1000_mr15_nv20_16,0.905,0.905,0.905,0.947,0.857,0.9
SIR01_sl1000_mr15_nv20_17,0.714,0.714,0.714,0.714,0.714,0.714
SIR01_sl1000_mr15_nv20_18,0.9,0.9,0.9,0.931,0.9,0.915
SIR01_sl1000_mr15_nv20_19,0.843,0.843,0.843,0.891,0.804,0.845
SIR01_sl1000_mr15_nv20_2,0.6,0.6,0.6,0.833,0.5,0.625
SIR01_sl1000_mr15_nv20_20,0.857,0.857,0.857,0.857,0.857,0.857
SIR01_sl1000_mr15_nv20_3,1,1,1,1,0.6,0.75
SIR01_sl1000_mr15_nv20_4,0.725,0.725,0.725,0.877,0.725,0.794
SIR01_sl1000_mr15_nv20_5,0.8,0.8,0.8,0.778,0.7,0.737
SIR01_sl1000_mr15_nv20_6,0.778,0.875,0.824,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,0.857,0.857,0.857,0.889,0.857,0.873
SIR01_sl1000_mr15_nv20_8,0.833,0.833,0.833,0.881,0.771,0.822
SIR01_sl1000_mr15_nv20_9,0.778,0.808,0.792,0.905,0.731,0.809
SIR01_sl1000_mr15_nv5_1,0.759,0.786,0.772,0.727,0.571,0.64
SIR01_sl1000_mr15_nv5_10,0.909,0.909,0.909,0.9,0.818,0.857
SIR01_sl1000_mr15_nv5_11,0.556,0.556,0.556,0.556,0.556,0.556
SIR01_sl1000_mr15_nv5_12,0.565,0.565,0.565,0.556,0.435,0.488
SIR01_sl1000_mr15_nv5_13,0.812,0.812,0.812,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.708,0.773,0.739,0.833,0.682,0.75
SIR01_sl1000_mr15_nv5_15,0.778,0.778,0.778,0.78,0.711,0.744
SIR01_sl1000_mr15_nv5_16,0.4,0.444,0.421,0.444,0.444,0.444
SIR01_sl1000_mr15_nv5_17,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,1,1,1,1,0.889,0.941
SIR01_sl1000_mr15_nv5_19,0.524,0.524,0.524,0.611,0.524,0.564
SIR01_sl1000_mr15_nv5_2,0.611,0.629,0.62,0.75,0.6,0.667
SIR01_sl1000_mr15_nv5_20,0.824,0.824,0.824,0.867,0.765,0.812
SIR01_sl1000_mr15_nv5_3,0.7,0.778,0.737,0.571,0.444,0.5
SIR01_sl1000_mr15_nv5_4,0.44,0.44,0.44,0.647,0.44,0.524
SIR01_sl1000_mr15_nv5_5,0.636,0.636,0.636,0.6,0.545,0.571
SIR01_sl1000_mr15_nv5_6,0.696,0.696,0.696,0.867,0.565,0.684
SIR01_sl1000_mr15_nv5_7,0.5,0.5,0.5,1,0.5,0.667
SIR01_sl1000_mr15_nv5_8,0.375,0.375,0.375,0.5,0.375,0.429
SIR01_sl1000_mr15_nv5_9,0.596,0.596,0.596,0.771,0.574,0.659
SIR01_sl1000_mr3_nv10_1,0.742,0.767,0.754,0.846,0.733,0.786
SIR01_sl1000_mr3_nv10_10,0.778,0.778,0.778,0.857,0.667,0.75
SIR01_sl1000_mr3_nv10_11,0.724,0.737,0.73,0.907,0.684,0.78
SIR01_sl1000_mr3_nv10_12,0.735,0.735,0.735,0.833,0.735,0.781
SIR01_sl1000_mr3_nv10_13,0.676,0.694,0.685,0.821,0.639,0.719
SIR01_sl1000_mr3_nv10_14,0.793,0.821,0.807,0.846,0.786,0.815
SIR01_sl1000_mr3_nv10_15,0.667,0.667,0.667,0.667,0.444,0.533
SIR01_sl1000_mr3_nv10_16,0.781,0.781,0.781,0.893,0.781,0.833
SIR01_sl1000_mr3_nv10_17,0.8,0.8,0.8,0.889,0.8,0.842
SIR01_sl1000_mr3_nv10_18,0.708,0.708,0.708,0.895,0.708,0.791
SIR01_sl1000_mr3_nv10_19,0.548,0.567,0.557,0.833,0.5,0.625
SIR01_sl1000_mr3_nv10_2,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,0.667,0.667,0.667,0.667,0.667,0.667
SIR01_sl1000_mr3_nv10_3,0.7,0.7,0.7,0.778,0.7,0.737
SIR01_sl1000_mr3_nv10_4,0.833,0.833,0.833,0.909,0.833,0.87
SIR01_sl1000_mr3_nv10_5,0.714,0.714,0.714,0.76,0.679,0.717
SIR01_sl1000_mr3_nv10_6,0.655,0.667,0.661,0.733,0.611,0.667
SIR01_sl1000_mr3_nv10_7,0.609,0.609,0.609,0.765,0.565,0.65
SIR01_sl1000_mr3_nv10_8,0.7,0.7,0.7,1,0.6,0.75
SIR01_sl1000_mr3_nv10_9,0.655,0.655,0.655,1,0.552,0.711
SIR01_sl250_mr15_nv10_1,0.619,0.765,0.684,0.591,0.765,0.667
SIR01_sl250_mr15_nv10_10,0.639,0.696,0.667,0.692,0.643,0.667
SIR01_sl250_mr15_nv10_11,0.5,0.542,0.52,0.6,0.5,0.545
SIR01_sl250_mr15_nv10_12,0.545,0.632,0.585,0.579,0.579,0.579
SIR01_sl250_mr15_nv10_13,0.412,0.538,0.467,0.6,0.462,0.522
SIR01_sl250_mr15_nv10_14,0.444,0.533,0.485,0.471,0.533,0.5
SIR01_sl250_mr15_nv10_15,0.444,0.5,0.471,0.286,0.25,0.267
SIR01_sl250_mr15_nv10_16,0.64,0.696,0.667,0.64,0.696,0.667
SIR01_sl250_mr15_nv10_17,1,1,1,1,1,1
SIR01_sl250_mr15_nv10_18,0.615,0.8,0.696,0.5,0.6,0.545
SIR01_sl250_mr15_nv10_19,0.75,0.857,0.8,0.75,0.857,0.8
SIR01_sl250_mr15_nv10_2,0.5,0.667,0.571,0.545,0.667,0.6
SIR01_sl250_mr15_nv10_20,0.5,0.571,0.533,0.5,0.571,0.533
SIR01_sl250_mr15_nv10_3,0.5,0.643,0.563,0.615,0.571,0.593
SIR01_sl250_mr15_nv10_4,0.538,0.583,0.56,0.5,0.5,0.5
SIR01_sl250_mr15_nv10_5,0.8,0.889,0.842,0.8,0.889,0.842
SIR01_sl250_mr15_nv10_6,0.38,0.442,0.409,0.409,0.419,0.414
SIR01_sl250_mr15_nv10_7,0.553,0.634,0.591,0.684,0.634,0.658
SIR01_sl250_mr15_nv10_8,0.667,0.667,0.667,0.714,0.556,0.625
SIR01_sl250_mr15_nv10_9,0.429,0.6,0.5,0.571,0.4,0.471
SIR01_sl500_mr15_nv10_1,0.6,0.6,0.6,0.667,0.4,0.5
SIR01_sl500_mr15_nv10_10,0.538,0.538,0.538,0.583,0.538,0.56
SIR01_sl500_mr15_nv10_11,0.778,0.824,0.8,0.714,0.588,0.645
SIR01_sl500_mr15_nv10_12,0.5,0.667,0.571,0.667,0.667,0.667
SIR01_sl500_mr15_nv10_13,0.625,0.714,0.667,0.5,0.429,0.462
SIR01_sl500_mr15_nv10_14,0.564,0.564,0.564,0.7,0.538,0.609
SIR01_sl500_mr15_nv10_15,0.625,0.667,0.645,0.625,0.667,0.645
SIR01_sl500_mr15_nv10_16,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_17,0.692,0.692,0.692,0.769,0.769,0.769
SIR01_sl500_mr15_nv10_18,0.72,0.72,0.72,0.682,0.6,0.638
SIR01_sl500_mr15_nv10_19,0.69,0.741,0.714,0.81,0.63,0.708
SIR01_sl500_mr15_nv10_2,0.682,0.714,0.698,0.737,0.667,0.7
SIR01_sl500_mr15_nv10_20,0.8,0.8,0.8,0.833,0.8,0.816
SIR01_sl500_mr15_nv10_3,0.75,0.789,0.769,0.722,0.684,0.703
SIR01_sl500_mr15_nv10_4,0.74,0.755,0.747,0.895,0.694,0.782
SIR01_sl500_mr15_nv10_5,0.691,0.731,0.71,0.7,0.673,0.686
SIR01_sl500_mr15_nv10_6,0.933,0.966,0.949,0.967,1,0.983
SIR01_sl500_mr15_nv10_7,0.875,1,0.933,0.75,0.857,0.8
SIR01_sl500_mr15_nv10_8,0.556,0.625,0.588,0.8,0.5,0.615
SIR01_sl500_mr15_nv10_9,0.776,0.789,0.783,0.846,0.772,0.807
,0.699369642857143,0.73863392857143,0.717094642857144,0.755262500000001,0.710698214285715,0.727914285714287
