edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,615, 344, 0, 50, 0, 0, 0
China->Singapore,460, 240, 0, 0, 0, 0, 0
China->HongKong,362, 300, 0, 0, 0, 0, 0
China->Taiwan,213, 286, 38, 36, 0, 0, 0
USA->Canada,35, 10, 167, 360, 0, 0, 0
Italy->Germany,0, 0, 556, 0, 0, 0, 0
China->UnitedArabEmirates,290, 187, 1, 36, 0, 0, 0
France->Luxembourg,0, 67, 372, 54, 0, 0, 0
China->Oman,300, 105, 0, 0, 0, 0, 0
Belgium->Hungary,36, 0, 200, 164, 0, 0, 0
Singapore->India,0, 0, 400, 0, 0, 0, 0
Australia->China,0, 399, 0, 0, 0, 0, 0
China->Thailand,355, 42, 0, 0, 0, 0, 0
China->Australia,93, 294, 1, 0, 0, 0, 0
Russia->UnitedKingdom,0, 0, 350, 12, 0, 0, 0
France->Germany,0, 115, 225, 17, 0, 0, 0
Poland->Belgium,0, 0, 10, 345, 0, 0, 0
Switzerland->Turkey,0, 0, 354, 0, 0, 0, 0
USA->France,0, 0, 157, 187, 0, 0, 0
USA->Australia,0, 128, 108, 106, 0, 0, 0
India->Australia,0, 7, 331, 0, 0, 0, 0
Italy->Belgium,0, 0, 238, 100, 0, 0, 0
Italy->Luxembourg,0, 0, 332, 0, 0, 0, 0
Denmark->Germany,0, 0, 35, 293, 0, 0, 0
Spain->Argentina,237, 89, 0, 0, 0, 0, 0
Luxembourg->DemocraticRepublicoftheCongo,0, 0, 248, 77, 0, 0, 0
USA->Taiwan,107, 70, 146, 0, 0, 0, 0
Russia->Italy,0, 0, 182, 137, 0, 0, 0
Sweden->UnitedArabEmirates,0, 0, 319, 0, 0, 0, 0
USA->China,123, 120, 45, 27, 0, 0, 0
France->Canada,0, 0, 196, 112, 0, 0, 0
Singapore->Malaysia,0, 102, 200, 0, 0, 0, 0
Netherlands->Jordan,0, 0, 302, 0, 0, 0, 0
France->Senegal,0, 0, 200, 100, 0, 0, 0
UnitedKingdom->Greece,0, 0, 257, 39, 0, 0, 0
