edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,900, 600, 0, 0, 0, 0, 0
China->Singapore,600, 600, 0, 0, 0, 0, 0
China->Australia,200, 700, 100, 0, 0, 0, 0
China->Taiwan,400, 400, 0, 100, 0, 0, 0
China->Thailand,600, 200, 0, 0, 0, 0, 0
China->UnitedArabEmirates,300, 300, 100, 100, 0, 0, 0
China->HongKong,500, 300, 0, 0, 0, 0, 0
Italy->Germany,0, 0, 800, 0, 0, 0, 0
France->Luxembourg,0, 91, 391, 191, 0, 0, 0
China->Germany,500, 100, 0, 0, 0, 0, 0
Russia->CzechRepublic,0, 0, 500, 100, 0, 0, 0
France->Germany,0, 191, 291, 100, 0, 0, 0
Italy->UnitedKingdom,0, 0, 344, 200, 0, 0, 0
Spain->Argentina,400, 100, 0, 0, 0, 0, 0
China->Oman,300, 200, 0, 0, 0, 0, 0
China->SouthKorea,200, 300, 0, 0, 0, 0, 0
China->Malaysia,0, 400, 100, 0, 0, 0, 0
Russia->Vietnam,0, 0, 500, 0, 0, 0, 0
Russia->Italy,0, 0, 300, 200, 0, 0, 0
Italy->Belgium,0, 0, 400, 100, 0, 0, 0
Sweden->Russia,0, 0, 200, 300, 0, 0, 0
USA->Canada,0, 0, 100, 400, 0, 0, 0
Italy->Netherlands,0, 0, 400, 100, 0, 0, 0
France->Australia,0, 0, 300, 182, 0, 0, 0
France->Norway,0, 0, 273, 182, 0, 0, 0
Italy->Austria,44, 0, 300, 100, 0, 0, 0
Spain->Switzerland,400, 0, 0, 0, 0, 0, 0
China->Netherlands,400, 0, 0, 0, 0, 0, 0
Thailand->China,200, 200, 0, 0, 0, 0, 0
China->UnitedKingdom,100, 100, 100, 100, 0, 0, 0
China->Spain,0, 300, 100, 0, 0, 0, 0
USA->Australia,0, 100, 100, 200, 0, 0, 0
Norway->UnitedKingdom,0, 200, 200, 0, 0, 0, 0
Russia->UnitedKingdom,0, 0, 400, 0, 0, 0, 0
Sweden->Bangladesh,0, 0, 400, 0, 0, 0, 0
Switzerland->Turkey,0, 0, 400, 0, 0, 0, 0
India->Australia,0, 0, 400, 0, 0, 0, 0
Singapore->India,0, 0, 400, 0, 0, 0, 0
Sweden->UnitedArabEmirates,0, 0, 400, 0, 0, 0, 0
France->Israel,0, 0, 400, 0, 0, 0, 0
Netherlands->Jordan,0, 0, 400, 0, 0, 0, 0
Belgium->Hungary,0, 0, 200, 200, 0, 0, 0
France->Senegal,0, 0, 300, 100, 0, 0, 0
Poland->Belgium,0, 0, 0, 400, 0, 0, 0
Italy->Switzerland,0, 0, 288, 100, 0, 0, 0
France->Sweden,0, 0, 282, 100, 0, 0, 0
France->Finland,0, 0, 291, 91, 0, 0, 0
France->USA,0, 0, 382, 0, 0, 0, 0
France->Canada,0, 0, 291, 91, 0, 0, 0
Italy->India,0, 0, 344, 0, 0, 0, 0
Italy->Australia,0, 0, 344, 0, 0, 0, 0
Italy->Luxembourg,0, 0, 344, 0, 0, 0, 0
Switzerland->Morocco,0, 0, 312, 0, 0, 0, 0
Spain->UnitedKingdom,300, 0, 0, 0, 0, 0, 0
Spain->Mexico,300, 0, 0, 0, 0, 0, 0
Spain->Italy,300, 0, 0, 0, 0, 0, 0
Spain->Hungary,300, 0, 0, 0, 0, 0, 0
Singapore->Taiwan,100, 100, 100, 0, 0, 0, 0
China->Japan,100, 200, 0, 0, 0, 0, 0
China->Chile,0, 200, 100, 0, 0, 0, 0
Australia->Georgia,0, 300, 0, 0, 0, 0, 0
Japan->Italy,0, 300, 0, 0, 0, 0, 0
USA->Vietnam,0, 100, 0, 200, 0, 0, 0
Australia->China,0, 300, 0, 0, 0, 0, 0
Singapore->Malaysia,0, 100, 200, 0, 0, 0, 0
Russia->Taiwan,0, 0, 300, 0, 0, 0, 0
Russia->Poland,0, 0, 300, 0, 0, 0, 0
