edges/dates,2019.894471554223, 2019.9268140886848, 2019.9591566231466, 2019.9914991576081, 2020.0238416920697, 2020.0561842265315, 2020.0885267609933, 2020.120869295455
China->USA,10, 1, 1, 0, 0, 0, 0, 0
USA->China,2, 0, 1, 0, 0, 0, 0, 0
China->Taiwan,2, 0, 0, 0, 0, 0, 0, 0
China->India,1, 1, 0, 0, 0, 0, 0, 0
USA->Taiwan,1, 0, 0, 0, 0, 0, 0, 0
China->VietNam,1, 0, 0, 0, 0, 0, 0, 0
China->Sweden,1, 0, 0, 0, 0, 0, 0, 0
China->SouthKorea,1, 0, 0, 0, 0, 0, 0, 0
China->Spain,1, 0, 0, 0, 0, 0, 0, 0
China->Australia,1, 0, 0, 0, 0, 0, 0, 0
USA->Italy,1, 0, 0, 0, 0, 0, 0, 0
USA->Nepal,0, 0, 1, 0, 0, 0, 0, 0
USA->Pakistan,0, 0, 0, 1, 0, 0, 0, 0
USA->Brazil,0, 0, 0, 0, 1, 0, 0, 0
USA->Spain,0, 0, 0, 0, 0, 1, 0, 0
