edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
USA->Canada,0, 200, 56, 233, 0, 0, 0
France->USA,0, 4, 474, 0, 0, 0, 0
DemocraticRepublicoftheCongo->France,0, 0, 276, 139, 0, 0, 0
USA->Mexico,0, 0, 385, 18, 0, 0, 0
DemocraticRepublicoftheCongo->Luxembourg,0, 0, 98, 300, 0, 0, 0
Italy->Spain,3, 294, 96, 0, 0, 0, 0
Japan->China,320, 63, 0, 0, 0, 0, 0
China->Japan,265, 100, 11, 0, 0, 0, 0
USA->Australia,0, 0, 211, 163, 0, 0, 0
Switzerland->DemocraticRepublicoftheCongo,0, 0, 319, 33, 0, 0, 0
China->USA,3, 195, 127, 24, 0, 0, 0
India->Singapore,0, 0, 249, 100, 0, 0, 0
Latvia->Germany,0, 116, 129, 100, 0, 0, 0
SaudiArabia->Turkey,0, 0, 100, 237, 0, 0, 0
Singapore->Malaysia,2, 28, 0, 300, 0, 0, 0
China->SouthKorea,212, 117, 0, 0, 0, 0, 0
China->Australia,81, 206, 34, 0, 0, 0, 0
SaudiArabia->Austria,0, 0, 200, 118, 0, 0, 0
Portugal->Poland,0, 0, 268, 49, 0, 0, 0
France->Luxembourg,0, 0, 309, 0, 0, 0, 0
Italy->Switzerland,0, 138, 158, 6, 0, 0, 0
Russia->Sweden,0, 196, 58, 4, 44, 0, 0
USA->Taiwan,17, 33, 200, 48, 0, 0, 0
UnitedKingdom->Switzerland,0, 3, 218, 42, 32, 0, 0
Italy->Poland,0, 240, 44, 7, 0, 0, 0
Latvia->Sweden,0, 252, 18, 17, 0, 0, 0
Sweden->Russia,0, 104, 100, 0, 78, 0, 0
UnitedArabEmirates->Sweden,0, 100, 181, 0, 0, 0, 0
Luxembourg->France,0, 0, 281, 0, 0, 0, 0
France->DemocraticRepublicoftheCongo,0, 0, 212, 65, 0, 0, 0
UnitedKingdom->Italy,41, 55, 179, 0, 0, 0, 0
Russia->Italy,0, 234, 41, 0, 0, 0, 0
Russia->Switzerland,0, 222, 47, 6, 0, 0, 0
Poland->Italy,0, 125, 39, 110, 0, 0, 0
Germany->Hungary,0, 200, 72, 1, 0, 0, 0
Japan->Germany,0, 35, 238, 0, 0, 0, 0
Denmark->NewZealand,0, 0, 173, 100, 0, 0, 0
Sweden->USA,0, 0, 220, 0, 53, 0, 0
France->Canada,0, 0, 247, 24, 0, 0, 0
Italy->USA,0, 86, 103, 79, 0, 0, 0
Italy->Netherlands,0, 195, 60, 13, 0, 0, 0
Switzerland->UnitedKingdom,0, 0, 149, 74, 43, 0, 0
