edges/dates,2013.966515062422, 2014.8625717911382, 2015.7586285198543, 2016.6546852485703, 2017.5507419772866, 2018.4467987060027, 2019.3428554347188, 2020.2389121634349
USA->Canada,791, 0, 0, 0, 0, 0, 0, 10652
UnitedKingdom->England,983, 0, 0, 0, 0, 0, 0, 9887
Japan->China,3285, 0, 0, 0, 0, 0, 0, 7137
China->Japan,2926, 0, 0, 0, 0, 0, 0, 7417
Australia->USA,292, 0, 0, 0, 0, 0, 0, 7971
England->Scotland,714, 0, 0, 0, 0, 0, 0, 7401
Netherlands->Scotland,128, 0, 0, 0, 0, 0, 0, 7357
Canada->USA,328, 0, 0, 0, 0, 0, 0, 7119
Luxembourg->France,454, 1, 0, 0, 0, 0, 0, 6924
Australia->Canada,593, 0, 0, 0, 0, 0, 0, 6750
USA->Australia,446, 0, 0, 0, 0, 0, 0, 6703
China->Singapore,1296, 0, 0, 0, 0, 0, 0, 5301
England->UnitedKingdom,386, 0, 0, 0, 0, 0, 0, 6088
China->SouthKorea,1238, 0, 0, 0, 0, 0, 0, 4756
UnitedKingdom->Iceland,473, 0, 0, 0, 0, 0, 0, 5415
Scotland->Netherlands,0, 0, 0, 0, 0, 0, 0, 5806
Scotland->England,75, 0, 0, 0, 0, 0, 0, 5468
France->Luxembourg,317, 0, 0, 0, 0, 0, 1, 5207
China->Scotland,1892, 0, 0, 0, 0, 0, 0, 3627
France->Belgium,308, 0, 0, 0, 0, 0, 0, 5164
UnitedKingdom->Portugal,245, 0, 0, 0, 0, 0, 0, 5021
Portugal->England,11, 0, 0, 0, 0, 0, 0, 5007
Spain->Scotland,35, 0, 0, 0, 0, 0, 0, 4895
England->Netherlands,0, 0, 0, 0, 0, 0, 0, 4916
UnitedKingdom->Scotland,289, 0, 0, 0, 0, 0, 0, 4527
France->USA,182, 0, 0, 0, 0, 0, 0, 4600
Japan->Singapore,1152, 0, 0, 0, 0, 0, 0, 3473
Spain->Portugal,306, 0, 0, 0, 0, 0, 0, 4298
Netherlands->Portugal,104, 0, 0, 0, 0, 0, 0, 4462
England->Portugal,117, 0, 0, 0, 0, 0, 0, 4223
Germany->England,442, 0, 0, 0, 0, 0, 0, 3857
USA->France,76, 0, 0, 0, 0, 0, 0, 4200
China->HongKong,1411, 0, 0, 0, 0, 0, 0, 2863
UnitedKingdom->Australia,231, 0, 0, 0, 0, 0, 0, 4008
Canada->Australia,313, 0, 0, 0, 0, 0, 0, 3926
Belgium->Iceland,335, 0, 0, 0, 0, 0, 0, 3900
Belgium->Netherlands,15, 0, 0, 0, 0, 0, 0, 4220
Belgium->France,322, 0, 0, 0, 0, 0, 0, 3842
France->Germany,225, 0, 1, 0, 0, 0, 0, 3926
China->USA,1275, 0, 0, 0, 0, 0, 0, 2872
Germany->USA,137, 0, 0, 0, 0, 0, 0, 3877
Portugal->Netherlands,3, 0, 0, 0, 0, 0, 0, 4005
England->Germany,221, 0, 0, 0, 0, 0, 0, 3784
UnitedKingdom->Belgium,175, 0, 0, 0, 0, 0, 0, 3722
Germany->France,58, 0, 0, 0, 0, 0, 0, 3832
England->Belgium,30, 0, 0, 0, 0, 0, 0, 3827
Iceland->Belgium,271, 0, 0, 0, 0, 0, 0, 3541
France->Canada,238, 0, 0, 0, 0, 0, 0, 3534
Spain->UnitedKingdom,164, 0, 0, 0, 0, 0, 0, 3587
Japan->Scotland,925, 0, 0, 0, 0, 0, 0, 2814
UnitedKingdom->USA,91, 0, 0, 0, 0, 0, 0, 3604
Spain->England,24, 0, 0, 0, 0, 0, 0, 3602
Belgium->Portugal,276, 0, 0, 0, 0, 0, 0, 3244
Netherlands->England,2, 0, 0, 0, 0, 0, 0, 3509
Australia->France,77, 0, 0, 0, 0, 0, 0, 3429
Australia->Taiwan,279, 0, 0, 0, 0, 0, 0, 3209
Australia->Norway,214, 0, 0, 0, 0, 0, 0, 3272
Portugal->Spain,302, 0, 0, 0, 0, 0, 0, 3171
Singapore->China,520, 0, 0, 0, 0, 0, 0, 2902
Portugal->UnitedKingdom,24, 0, 0, 0, 0, 0, 0, 3386
China->Taiwan,1101, 0, 0, 0, 0, 0, 0, 2302
Scotland->China,460, 0, 0, 0, 0, 0, 0, 2789
France->Australia,23, 0, 0, 0, 0, 0, 0, 3164
Iceland->UnitedKingdom,126, 0, 0, 0, 0, 0, 0, 3017
Netherlands->UnitedKingdom,135, 0, 0, 0, 0, 0, 0, 3001
Belgium->Luxembourg,140, 0, 0, 0, 0, 0, 0, 2958
Belgium->England,29, 0, 0, 0, 0, 0, 0, 3043
Australia->UnitedKingdom,300, 0, 0, 0, 0, 0, 0, 2749
Canada->Japan,4, 0, 0, 0, 0, 0, 0, 3002
China->Australia,1099, 0, 0, 0, 0, 0, 0, 1905
Luxembourg->Taiwan,493, 0, 0, 0, 0, 0, 0, 2493
France->Senegal,142, 0, 0, 0, 0, 0, 0, 2785
Australia->Scotland,39, 0, 0, 0, 0, 0, 0, 2875
