edges/dates,2007.8406687321308, 2009.6114571940066, 2011.3822456558821, 2013.1530341177577, 2014.9238225796332, 2016.6946110415088, 2018.4653995033846, 2020.2361879652601
England->Scotland,470, 0, 0, 215, 340, 385, 686, 12340
USA->Canada,151, 0, 0, 0, 449, 74, 136, 10593
Japan->China,34, 0, 0, 0, 117, 925, 23, 9496
England->Portugal,110, 0, 0, 200, 307, 281, 273, 9376
China->Japan,107, 0, 0, 0, 141, 685, 0, 9115
England->Netherlands,87, 0, 0, 225, 0, 137, 270, 7735
England->Belgium,0, 0, 0, 0, 131, 304, 137, 7792
Australia->USA,25, 0, 0, 0, 269, 101, 438, 7420
England->Iceland,100, 0, 0, 49, 100, 300, 225, 7355
Netherlands->Scotland,0, 0, 0, 477, 0, 373, 162, 6467
Canada->USA,27, 0, 0, 100, 192, 100, 130, 6852
Australia->Canada,11, 0, 0, 0, 91, 459, 120, 6591
Luxembourg->France,44, 0, 0, 0, 83, 76, 200, 6833
USA->Australia,97, 0, 0, 0, 228, 345, 311, 6001
Spain->England,6, 0, 0, 12, 100, 679, 0, 6134
Portugal->England,12, 0, 0, 0, 0, 255, 160, 6503
China->Singapore,53, 0, 0, 0, 0, 461, 0, 6018
England->Germany,110, 0, 0, 0, 111, 514, 95, 5442
China->SouthKorea,0, 0, 0, 117, 336, 150, 0, 5310
Scotland->Netherlands,0, 0, 0, 16, 0, 254, 90, 5359
England->Australia,1, 0, 0, 100, 0, 200, 300, 5117
France->Luxembourg,66, 0, 0, 0, 181, 266, 92, 5039
Scotland->England,38, 0, 0, 30, 0, 22, 108, 5443
Netherlands->England,0, 0, 0, 112, 0, 115, 175, 5151
China->Scotland,101, 0, 0, 0, 100, 127, 193, 5031
France->Belgium,39, 0, 0, 0, 230, 198, 47, 4979
England->USA,32, 0, 0, 21, 43, 100, 266, 4876
Spain->Scotland,1, 0, 0, 0, 1, 261, 200, 4431
France->USA,0, 0, 0, 0, 0, 273, 330, 4154
Japan->Singapore,30, 0, 0, 0, 0, 391, 0, 4208
Spain->Portugal,0, 0, 0, 100, 0, 474, 101, 3927
Belgium->England,0, 0, 0, 0, 0, 79, 178, 4336
England->Spain,101, 0, 0, 100, 100, 68, 100, 4109
Netherlands->Portugal,0, 0, 0, 0, 0, 0, 183, 4269
Canada->Australia,6, 0, 0, 0, 148, 277, 49, 3866
USA->France,0, 0, 0, 0, 94, 38, 246, 3927
Belgium->Iceland,8, 0, 0, 0, 37, 179, 141, 3929
Belgium->Netherlands,0, 0, 0, 0, 0, 190, 151, 3919
Germany->England,0, 0, 0, 0, 0, 140, 238, 3820
China->HongKong,123, 0, 0, 0, 140, 153, 60, 3695
France->Germany,0, 0, 0, 0, 0, 238, 124, 3795
Belgium->France,200, 0, 0, 0, 36, 229, 0, 3610
Portugal->Netherlands,0, 0, 0, 0, 100, 0, 101, 3870
China->USA,137, 0, 0, 4, 0, 79, 0, 3763
Germany->USA,0, 0, 0, 0, 100, 27, 281, 3557
Germany->France,0, 0, 0, 0, 0, 117, 340, 3432
France->Canada,0, 0, 0, 0, 0, 351, 142, 3331
Japan->Scotland,0, 0, 0, 0, 0, 83, 2, 3710
Iceland->Belgium,75, 0, 0, 0, 51, 346, 117, 3099
Australia->England,1, 0, 0, 0, 0, 100, 152, 3419
Iceland->England,0, 0, 0, 55, 2, 231, 13, 3275
Australia->Norway,3, 0, 0, 32, 56, 64, 304, 3076
Portugal->Spain,100, 0, 0, 0, 0, 57, 0, 3354
Singapore->China,0, 0, 0, 0, 0, 298, 0, 3181
Australia->France,0, 0, 0, 0, 42, 84, 173, 3165
Australia->Taiwan,0, 0, 0, 0, 0, 108, 131, 3193
Belgium->Portugal,183, 0, 0, 0, 23, 98, 6, 3104
China->Taiwan,0, 0, 0, 100, 77, 65, 0, 3021
England->Italy,100, 0, 0, 6, 0, 41, 100, 2988
France->Australia,0, 0, 0, 0, 0, 166, 6, 3019
Scotland->China,0, 0, 0, 0, 0, 309, 82, 2783
Belgium->Luxembourg,0, 0, 0, 0, 39, 57, 39, 3031
France->Senegal,38, 0, 0, 0, 0, 100, 0, 2893
Canada->Japan,4, 0, 0, 0, 0, 0, 237, 2782
Australia->Scotland,1, 0, 0, 0, 13, 224, 24, 2654
Japan->HongKong,26, 0, 0, 0, 34, 189, 21, 2602
England->Luxembourg,13, 0, 0, 99, 100, 2, 100, 2548
China->Australia,40, 0, 0, 0, 30, 148, 0, 2643
Germany->Netherlands,0, 0, 0, 0, 0, 100, 118, 2642
Luxembourg->Taiwan,0, 0, 0, 33, 0, 202, 19, 2582
England->Finland,101, 0, 0, 100, 0, 25, 44, 2558
France->England,0, 0, 0, 30, 0, 0, 89, 2707
Netherlands->Germany,0, 0, 0, 0, 0, 46, 137, 2641
England->Taiwan,111, 0, 0, 41, 17, 127, 129, 2391
China->Canada,70, 0, 0, 0, 26, 81, 0, 2614
Portugal->Belgium,6, 0, 0, 0, 114, 220, 11, 2426
Iceland->Scotland,0, 0, 0, 205, 3, 38, 91, 2393
USA->Germany,0, 0, 0, 0, 0, 100, 255, 2370
Portugal->Germany,46, 0, 0, 0, 100, 0, 57, 2484
Portugal->Scotland,11, 0, 0, 0, 100, 8, 58, 2461
France->Iceland,0, 0, 0, 0, 105, 149, 52, 2311
Luxembourg->Belgium,0, 0, 0, 0, 31, 28, 38, 2507
England->Japan,40, 0, 0, 0, 0, 203, 0, 2285
Taiwan->Canada,0, 0, 0, 0, 0, 39, 141, 2343
England->Ireland,0, 0, 0, 0, 0, 148, 0, 2334
China->Spain,81, 0, 0, 76, 31, 35, 32, 2225
Canada->England,30, 0, 0, 0, 0, 74, 134, 2240
England->Wales,0, 0, 0, 0, 0, 65, 140, 2261
Spain->Luxembourg,8, 0, 0, 0, 0, 300, 0, 2156
England->Switzerland,9, 0, 0, 0, 34, 41, 100, 2269
USA->Luxembourg,54, 0, 0, 0, 0, 0, 112, 2250
Iceland->Netherlands,0, 0, 0, 229, 1, 0, 131, 2053
Canada->Iceland,2, 0, 0, 0, 104, 35, 12, 2233
Australia->Iceland,16, 0, 0, 0, 73, 91, 122, 2084
Germany->Scotland,0, 0, 0, 0, 0, 25, 82, 2264
Belgium->DemocraticRepublicoftheCongo,0, 0, 0, 0, 8, 77, 23, 2255
Spain->Austria,0, 0, 0, 0, 0, 200, 200, 1927
Scotland->Belgium,0, 0, 0, 0, 0, 38, 129, 2145
Germany->Belgium,0, 0, 0, 0, 0, 134, 100, 2063
England->Canada,10, 0, 0, 0, 5, 22, 1, 2230
England->Brazil,100, 0, 0, 0, 100, 16, 0, 2040
Singapore->Japan,31, 0, 0, 0, 0, 185, 0, 2004
Australia->Germany,0, 0, 0, 0, 13, 195, 77, 1924
France->Taiwan,0, 0, 0, 0, 9, 248, 6, 1925
Canada->Taiwan,0, 0, 0, 0, 0, 65, 74, 2040
Portugal->Italy,0, 0, 0, 0, 0, 174, 57, 1928
Scotland->Ireland,0, 0, 0, 0, 0, 100, 158, 1875
USA->Netherlands,0, 0, 0, 35, 0, 25, 66, 1997
Belgium->Scotland,0, 0, 0, 0, 0, 148, 100, 1873
Netherlands->Belgium,0, 0, 0, 100, 0, 51, 36, 1922
France->Finland,0, 0, 0, 0, 0, 105, 314, 1686
Luxembourg->England,83, 0, 0, 9, 0, 16, 2, 1971
Germany->Canada,0, 0, 0, 0, 0, 112, 19, 1946
Australia->Georgia,5, 0, 0, 0, 0, 199, 0, 1847
Canada->China,0, 0, 0, 0, 109, 39, 22, 1877
France->DemocraticRepublicoftheCongo,0, 0, 0, 0, 0, 119, 0, 1920
Netherlands->USA,0, 0, 0, 40, 0, 100, 54, 1843
USA->China,0, 0, 0, 8, 0, 4, 0, 2021
Switzerland->USA,30, 0, 0, 0, 40, 12, 114, 1816
DemocraticRepublicoftheCongo->Belgium,0, 0, 0, 0, 0, 149, 0, 1838
Italy->India,40, 0, 0, 0, 100, 0, 0, 1828
Canada->Belgium,0, 0, 0, 0, 7, 13, 19, 1929
Scotland->Luxembourg,0, 0, 0, 0, 0, 0, 0, 1946
Portugal->Japan,29, 0, 0, 0, 0, 0, 0, 1915
Italy->Belgium,9, 0, 0, 0, 0, 100, 0, 1820
Italy->England,10, 0, 1, 12, 2, 79, 0, 1804
Switzerland->England,3, 0, 0, 0, 31, 73, 3, 1794
Australia->Belgium,107, 0, 0, 0, 0, 8, 75, 1711
Spain->Italy,23, 0, 0, 29, 200, 0, 0, 1649
Canada->France,0, 0, 0, 0, 0, 131, 160, 1610
Canada->Germany,0, 0, 0, 0, 0, 32, 20, 1847
DemocraticRepublicoftheCongo->France,0, 0, 0, 0, 0, 108, 0, 1757
Spain->Georgia,9, 0, 0, 0, 34, 100, 0, 1719
Italy->Portugal,0, 0, 0, 0, 0, 57, 86, 1707
Iceland->Finland,0, 0, 0, 0, 10, 15, 67, 1735
Iceland->Australia,37, 0, 0, 0, 0, 39, 88, 1653
Germany->Austria,0, 0, 0, 0, 0, 0, 100, 1703
Spain->Mexico,21, 0, 0, 0, 0, 135, 26, 1620
USA->England,2, 0, 0, 10, 2, 5, 94, 1689
USA->Iceland,10, 0, 0, 0, 66, 20, 39, 1649
Iceland->France,0, 0, 0, 0, 0, 40, 129, 1607
Luxembourg->USA,129, 0, 0, 0, 0, 7, 283, 1349
England->DemocraticRepublicoftheCongo,6, 0, 0, 0, 0, 146, 18, 1590
Luxembourg->Canada,0, 0, 0, 0, 138, 93, 15, 1497
Netherlands->Ireland,0, 0, 0, 100, 0, 0, 100, 1515
Scotland->Spain,0, 0, 0, 0, 0, 10, 28, 1677
Iceland->USA,17, 0, 0, 20, 26, 18, 69, 1557
England->Austria,0, 0, 0, 0, 0, 5, 55, 1604
Canada->Mexico,0, 0, 0, 0, 100, 33, 9, 1521
Luxembourg->Iceland,0, 0, 0, 55, 0, 134, 17, 1455
Scotland->USA,0, 0, 0, 19, 31, 0, 24, 1576
Netherlands->Iceland,0, 0, 0, 59, 3, 0, 0, 1573
England->France,0, 0, 0, 15, 0, 0, 132, 1486
China->Germany,100, 0, 0, 0, 0, 0, 0, 1527
Australia->Finland,9, 0, 0, 0, 20, 13, 39, 1544
Spain->Netherlands,1, 0, 0, 0, 0, 100, 1, 1523
Netherlands->Italy,0, 0, 0, 0, 0, 182, 0, 1443
HongKong->China,26, 0, 0, 0, 48, 21, 19, 1483
Spain->France,7, 0, 0, 23, 0, 0, 0, 1567
Iceland->Luxembourg,1, 0, 0, 55, 0, 29, 15, 1496
Scotland->Germany,0, 0, 0, 0, 0, 9, 0, 1587
Australia->Luxembourg,6, 0, 0, 0, 0, 0, 172, 1413
Luxembourg->Switzerland,29, 0, 0, 0, 67, 7, 100, 1377
Germany->Portugal,33, 0, 0, 0, 0, 0, 0, 1545
Scotland->Japan,0, 0, 0, 0, 0, 49, 0, 1522
Belgium->Italy,37, 0, 0, 0, 0, 100, 0, 1433
Australia->Netherlands,1, 0, 0, 0, 5, 0, 52, 1499
Japan->Portugal,31, 0, 0, 0, 27, 26, 82, 1383
Belgium->Brazil,0, 0, 0, 0, 0, 161, 100, 1262
Belgium->Canada,0, 0, 0, 0, 0, 132, 1, 1390
Switzerland->Luxembourg,70, 0, 0, 0, 33, 100, 0, 1307
France->Portugal,0, 0, 0, 0, 0, 24, 238, 1234
Canada->Austria,0, 0, 0, 0, 0, 14, 94, 1385
Taiwan->France,0, 0, 0, 0, 0, 83, 49, 1359
Japan->England,28, 0, 0, 0, 49, 118, 0, 1290
France->Scotland,0, 0, 0, 0, 0, 72, 28, 1366
Singapore->SouthKorea,0, 0, 0, 0, 0, 180, 0, 1285
Germany->Australia,0, 0, 0, 0, 0, 0, 33, 1432
DemocraticRepublicoftheCongo->Portugal,0, 0, 0, 0, 100, 42, 11, 1279
Portugal->Iceland,0, 0, 0, 0, 15, 16, 11, 1388
Japan->Canada,3, 0, 0, 0, 0, 67, 146, 1212
Spain->Australia,10, 0, 0, 0, 0, 113, 0, 1304
Japan->Australia,5, 0, 0, 0, 0, 238, 0, 1165
USA->Scotland,0, 0, 0, 2, 29, 1, 33, 1343
USA->Belgium,0, 0, 0, 0, 3, 25, 23, 1335
Switzerland->Belgium,1, 0, 0, 0, 10, 8, 113, 1244
Italy->Canada,12, 0, 0, 0, 15, 86, 0, 1249
England->Georgia,3, 0, 0, 0, 0, 119, 0, 1238
Italy->Australia,136, 0, 0, 0, 0, 200, 0, 1022
Canada->Luxembourg,76, 0, 0, 0, 24, 59, 31, 1168
Belgium->Japan,57, 0, 0, 0, 0, 48, 0, 1250
Iceland->Germany,0, 0, 0, 0, 0, 38, 92, 1218
Belgium->Austria,20, 0, 0, 0, 0, 31, 95, 1201
Norway->Iceland,0, 0, 0, 0, 0, 17, 44, 1284
France->Netherlands,0, 0, 0, 0, 0, 36, 44, 1265
England->CzechRepublic,82, 0, 0, 0, 54, 0, 0, 1208
France->Austria,0, 0, 0, 0, 0, 100, 89, 1153
Iceland->Portugal,7, 0, 0, 0, 18, 77, 142, 1094
Belgium->CzechRepublic,0, 0, 0, 0, 98, 0, 11, 1226
Senegal->Netherlands,0, 0, 0, 0, 0, 0, 100, 1223
Japan->Taiwan,0, 0, 0, 0, 54, 150, 0, 1115
India->Australia,0, 0, 0, 0, 100, 0, 0, 1219
SouthKorea->China,0, 0, 0, 9, 18, 60, 0, 1224
Scotland->Portugal,0, 0, 0, 0, 0, 0, 57, 1248
Taiwan->Luxembourg,0, 0, 0, 27, 0, 9, 0, 1251
Scotland->Australia,1, 0, 0, 0, 0, 44, 54, 1182
Canada->Netherlands,0, 0, 0, 0, 0, 100, 8, 1171
Italy->Iceland,0, 0, 0, 0, 3, 179, 3, 1066
Netherlands->Taiwan,0, 0, 0, 0, 0, 0, 100, 1150
