edges/dates,2019.7952947057133, 2019.8565587846083, 2019.9178228635033, 2019.9790869423982, 2020.040351021293, 2020.101615100188, 2020.162879179083, 2020.2241432579779
USA->Canada,0, 0, 100, 323, 500, 100, 400, 100
England->Belgium,100, 0, 0, 300, 411, 211, 300, 0
England->Portugal,0, 0, 0, 200, 600, 100, 400, 0
England->Iceland,0, 0, 0, 200, 0, 211, 800, 0
China->Singapore,100, 100, 600, 0, 200, 100, 0, 0
England->Scotland,0, 0, 0, 500, 100, 100, 300, 100
England->Netherlands,0, 0, 0, 200, 400, 100, 400, 0
USA->Australia,0, 0, 0, 0, 800, 300, 0, 0
Portugal->England,100, 0, 0, 0, 600, 100, 200, 0
England->Italy,100, 0, 0, 200, 300, 0, 400, 0
Australia->Canada,0, 0, 0, 300, 100, 0, 492, 92
China->SouthKorea,300, 0, 300, 200, 100, 0, 0, 0
China->Scotland,200, 100, 300, 200, 100, 0, 0, 0
England->Germany,100, 0, 100, 100, 200, 0, 200, 0
Australia->England,0, 0, 0, 200, 0, 300, 100, 100
Spain->England,0, 0, 0, 100, 300, 0, 300, 0
USA->France,0, 0, 0, 123, 200, 100, 100, 100
Luxembourg->France,0, 0, 0, 301, 200, 0, 0, 100
China->Japan,400, 0, 100, 100, 0, 0, 0, 0
China->HongKong,100, 0, 500, 0, 0, 0, 0, 0
Spain->Portugal,0, 0, 100, 0, 200, 100, 200, 0
France->Belgium,0, 0, 0, 100, 300, 100, 100, 0
England->Australia,0, 0, 0, 100, 200, 0, 200, 100
England->USA,0, 0, 0, 100, 200, 100, 200, 0
France->Iceland,0, 0, 0, 0, 200, 100, 300, 0
USA->Luxembourg,23, 0, 0, 123, 300, 0, 100, 0
China->Taiwan,100, 100, 300, 0, 0, 0, 0, 0
England->Finland,100, 0, 0, 100, 100, 0, 200, 0
Luxembourg->Australia,0, 0, 100, 300, 100, 0, 0, 0
France->Luxembourg,0, 0, 0, 200, 300, 0, 0, 0
France->Australia,0, 0, 0, 100, 100, 100, 200, 0
England->Wales,0, 0, 0, 100, 0, 0, 400, 0
Portugal->Scotland,0, 0, 0, 100, 200, 100, 100, 0
Spain->Scotland,0, 0, 0, 0, 300, 100, 100, 0
France->DemocraticRepublicoftheCongo,0, 0, 0, 0, 300, 100, 100, 0
Germany->USA,0, 0, 0, 0, 300, 0, 0, 200
France->USA,0, 0, 0, 0, 100, 200, 200, 0
Netherlands->Scotland,0, 0, 0, 100, 140, 0, 200, 0
China->USA,0, 0, 100, 23, 200, 0, 100, 0
Belgium->France,0, 0, 0, 100, 300, 0, 0, 0
Portugal->Belgium,0, 0, 0, 200, 100, 0, 0, 100
Belgium->Netherlands,0, 0, 0, 200, 100, 0, 100, 0
England->Switzerland,0, 0, 0, 200, 100, 0, 100, 0
Portugal->Netherlands,0, 0, 0, 100, 200, 0, 100, 0
France->Taiwan,0, 0, 0, 200, 0, 100, 100, 0
Canada->Japan,0, 0, 0, 100, 300, 0, 0, 0
France->Senegal,0, 0, 0, 100, 200, 0, 0, 100
Canada->USA,0, 0, 0, 100, 300, 0, 0, 0
Switzerland->Netherlands,0, 0, 0, 0, 100, 100, 100, 100
Iceland->Australia,0, 0, 0, 0, 100, 300, 0, 0
USA->Germany,0, 0, 0, 0, 100, 100, 100, 100
Germany->France,0, 0, 0, 0, 300, 0, 0, 100
China->Australia,0, 0, 0, 0, 300, 0, 92, 0
Belgium->England,0, 0, 0, 100, 189, 89, 0, 0
Italy->Netherlands,0, 0, 0, 276, 0, 0, 100, 0
Italy->Luxembourg,76, 0, 0, 176, 0, 0, 0, 100
Scotland->England,0, 0, 0, 100, 40, 0, 200, 0
USA->England,0, 0, 0, 123, 100, 0, 0, 100
Switzerland->England,0, 0, 0, 111, 100, 0, 100, 0
China->Canada,0, 100, 0, 100, 100, 0, 8, 0
Luxembourg->Italy,0, 0, 0, 101, 0, 1, 200, 0
Luxembourg->England,0, 0, 0, 301, 0, 0, 0, 0
Luxembourg->Scotland,0, 0, 0, 201, 0, 0, 100, 0
China->Iceland,100, 0, 200, 0, 0, 0, 0, 0
China->England,100, 0, 0, 100, 0, 0, 100, 0
China->Germany,100, 0, 0, 100, 100, 0, 0, 0
Singapore->China,100, 0, 200, 0, 0, 0, 0, 0
Portugal->Germany,100, 0, 0, 0, 200, 0, 0, 0
Netherlands->England,100, 0, 0, 0, 0, 0, 100, 100
Switzerland->Italy,0, 0, 100, 0, 100, 0, 100, 0
Spain->Luxembourg,0, 0, 100, 0, 100, 0, 100, 0
Spain->Mexico,0, 0, 100, 100, 0, 0, 100, 0
England->Japan,0, 0, 100, 100, 100, 0, 0, 0
Switzerland->Canada,0, 0, 0, 100, 100, 0, 100, 0
Portugal->Spain,0, 0, 0, 100, 200, 0, 0, 0
Canada->England,0, 0, 0, 200, 0, 0, 100, 0
Luxembourg->Taiwan,0, 0, 0, 200, 0, 0, 100, 0
Taiwan->Canada,0, 0, 0, 100, 100, 0, 100, 0
Luxembourg->Belgium,0, 0, 0, 100, 0, 0, 100, 100
DemocraticRepublicoftheCongo->Belgium,0, 0, 0, 100, 0, 0, 100, 100
Italy->Belgium,0, 0, 0, 100, 0, 0, 0, 200
France->Canada,0, 0, 0, 100, 100, 0, 100, 0
Norway->Iceland,0, 0, 0, 200, 0, 100, 0, 0
England->Spain,0, 0, 0, 100, 0, 100, 100, 0
Scotland->Netherlands,0, 0, 0, 200, 0, 0, 100, 0
Scotland->Belgium,0, 0, 0, 100, 100, 0, 100, 0
Spain->Netherlands,0, 0, 0, 0, 200, 0, 100, 0
France->Switzerland,0, 0, 0, 0, 300, 0, 0, 0
Switzerland->Brazil,0, 0, 0, 0, 200, 100, 0, 0
Portugal->CzechRepublic,0, 0, 0, 0, 100, 0, 200, 0
Germany->Scotland,0, 0, 0, 0, 200, 0, 0, 100
Germany->Australia,0, 0, 0, 0, 100, 100, 0, 100
England->Ireland,0, 0, 0, 0, 100, 0, 200, 0
Australia->Scotland,0, 0, 0, 0, 0, 100, 100, 100
Iceland->Scotland,0, 0, 0, 0, 0, 200, 100, 0
France->Finland,0, 0, 0, 0, 0, 200, 100, 0
Norway->Finland,0, 0, 0, 0, 0, 100, 200, 0
Iceland->Netherlands,0, 0, 0, 0, 0, 0, 300, 0
Australia->Iceland,0, 0, 0, 0, 100, 100, 0, 92
Belgium->Iceland,0, 0, 100, 0, 100, 89, 0, 0
Switzerland->Belgium,0, 0, 0, 89, 100, 0, 100, 0
Italy->England,0, 0, 100, 76, 0, 0, 100, 0
Italy->Portugal,0, 0, 0, 276, 0, 0, 0, 0
Italy->USA,0, 0, 0, 152, 0, 0, 100, 0
USA->Netherlands,0, 0, 0, 23, 100, 100, 0, 0
Canada->Australia,0, 0, 100, 0, 0, 100, 8, 8
England->Austria,0, 0, 0, 0, 11, 0, 200, 0
England->DemocraticRepublicoftheCongo,0, 0, 0, 0, 11, 100, 100, 0
Luxembourg->USA,0, 0, 0, 2, 200, 0, 0, 0
Luxembourg->Canada,0, 0, 100, 1, 0, 0, 100, 0
China->France,0, 100, 100, 0, 0, 0, 0, 0
Australia->Georgia,0, 0, 100, 100, 0, 0, 0, 0
Scotland->Germany,0, 0, 100, 100, 0, 0, 0, 0
Singapore->SouthKorea,0, 0, 200, 0, 0, 0, 0, 0
China->Spain,0, 0, 200, 0, 0, 0, 0, 0
China->Belgium,0, 0, 100, 0, 0, 0, 100, 0
Spain->Iceland,0, 0, 100, 0, 0, 0, 100, 0
Australia->Italy,0, 0, 0, 200, 0, 0, 0, 0
Iceland->Belgium,0, 0, 0, 100, 0, 0, 100, 0
Canada->Netherlands,0, 0, 0, 100, 0, 0, 100, 0
England->Taiwan,0, 0, 0, 100, 0, 0, 100, 0
Luxembourg->India,0, 0, 0, 200, 0, 0, 0, 0
Australia->Netherlands,0, 0, 0, 100, 0, 100, 0, 0
Australia->Belgium,0, 0, 0, 200, 0, 0, 0, 0
Canada->Taiwan,0, 0, 0, 100, 100, 0, 0, 0
England->CzechRepublic,0, 0, 0, 100, 0, 0, 100, 0
Scotland->USA,0, 0, 0, 200, 0, 0, 0, 0
Italy->Ireland,0, 0, 0, 200, 0, 0, 0, 0
France->Portugal,0, 0, 0, 100, 0, 100, 0, 0
Switzerland->Portugal,0, 0, 0, 100, 100, 0, 0, 0
Switzerland->Spain,0, 0, 0, 100, 100, 0, 0, 0
Iceland->England,0, 0, 0, 100, 0, 0, 100, 0
Spain->Australia,0, 0, 0, 100, 0, 100, 0, 0
Australia->India,0, 0, 0, 200, 0, 0, 0, 0
England->Luxembourg,0, 0, 0, 100, 0, 0, 100, 0
Netherlands->Portugal,0, 0, 0, 100, 0, 0, 0, 100
Scotland->Brazil,0, 0, 0, 100, 0, 0, 100, 0
Scotland->France,0, 0, 0, 100, 0, 100, 0, 0
Scotland->China,0, 0, 0, 200, 0, 0, 0, 0
France->Germany,0, 0, 0, 100, 0, 0, 100, 0
Canada->Austria,0, 0, 0, 100, 0, 0, 100, 0
Austria->Spain,0, 0, 0, 0, 200, 0, 0, 0
