edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,500, 400, 0, 0, 0, 0, 0
China->Thailand,400, 200, 0, 0, 0, 0, 0
USA->Taiwan,0, 0, 400, 200, 0, 0, 0
China->Taiwan,400, 100, 0, 0, 0, 0, 0
China->UnitedArabEmirates,300, 200, 0, 0, 0, 0, 0
UnitedKingdom->Brazil,0, 100, 300, 100, 0, 0, 0
Italy->Japan,0, 0, 300, 200, 0, 0, 0
UnitedKingdom->Poland,0, 0, 100, 400, 0, 0, 0
Germany->NewZealand,0, 0, 300, 200, 0, 0, 0
Germany->Canada,0, 0, 500, 0, 0, 0, 0
Germany->Belgium,0, 0, 400, 100, 0, 0, 0
Russia->Sweden,0, 0, 292, 184, 0, 0, 0
UnitedKingdom->Switzerland,0, 0, 400, 73, 0, 0, 0
Russia->Argentina,100, 0, 0, 300, 0, 0, 0
UnitedKingdom->Chile,100, 0, 200, 100, 0, 0, 0
China->Malaysia,400, 0, 0, 0, 0, 0, 0
China->SouthKorea,200, 200, 0, 0, 0, 0, 0
China->Singapore,300, 100, 0, 0, 0, 0, 0
Singapore->China,300, 100, 0, 0, 0, 0, 0
China->Oman,200, 200, 0, 0, 0, 0, 0
China->Japan,200, 200, 0, 0, 0, 0, 0
China->Australia,100, 300, 0, 0, 0, 0, 0
Germany->Latvia,200, 100, 0, 100, 0, 0, 0
Germany->Italy,100, 0, 200, 100, 0, 0, 0
Australia->USA,0, 100, 0, 300, 0, 0, 0
UnitedKingdom->Australia,0, 0, 200, 200, 0, 0, 0
SaudiArabia->Poland,0, 0, 400, 0, 0, 0, 0
SaudiArabia->Italy,0, 0, 400, 0, 0, 0, 0
India->Singapore,0, 0, 400, 0, 0, 0, 0
Italy->Portugal,0, 0, 300, 100, 0, 0, 0
France->USA,0, 0, 300, 100, 0, 0, 0
Germany->Colombia,0, 0, 400, 0, 0, 0, 0
Luxembourg->Belgium,0, 0, 300, 100, 0, 0, 0
Portugal->Chile,0, 0, 400, 0, 0, 0, 0
France->Senegal,0, 0, 200, 200, 0, 0, 0
Luxembourg->DemocraticRepublicoftheCongo,0, 0, 200, 200, 0, 0, 0
Brazil->Argentina,0, 0, 400, 0, 0, 0, 0
Russia->Italy,0, 0, 292, 100, 0, 0, 0
Sweden->UnitedArabEmirates,0, 0, 308, 0, 0, 0, 0
Spain->Argentina,100, 0, 0, 200, 0, 0, 0
UnitedKingdom->Spain,100, 0, 100, 100, 0, 0, 0
Austria->China,200, 0, 100, 0, 0, 0, 0
Austria->Iceland,100, 0, 200, 0, 0, 0, 0
China->HongKong,200, 100, 0, 0, 0, 0, 0
China->NewZealand,100, 0, 100, 100, 0, 0, 0
Thailand->Australia,100, 200, 0, 0, 0, 0, 0
Germany->Switzerland,100, 0, 100, 100, 0, 0, 0
Germany->Vietnam,100, 0, 200, 0, 0, 0, 0
Germany->Japan,100, 0, 200, 0, 0, 0, 0
Germany->Netherlands,100, 0, 200, 0, 0, 0, 0
Singapore->Malaysia,0, 200, 100, 0, 0, 0, 0
Australia->Japan,0, 300, 0, 0, 0, 0, 0
UnitedArabEmirates->Taiwan,0, 100, 200, 0, 0, 0, 0
Australia->Canada,0, 100, 0, 200, 0, 0, 0
Germany->Australia,0, 100, 200, 0, 0, 0, 0
Singapore->India,0, 100, 200, 0, 0, 0, 0
Turkey->SaudiArabia,0, 100, 0, 200, 0, 0, 0
France->Germany,0, 100, 200, 0, 0, 0, 0
UnitedKingdom->Jordan,0, 100, 100, 100, 0, 0, 0
UnitedKingdom->NewZealand,0, 100, 200, 0, 0, 0, 0
UnitedKingdom->Japan,0, 0, 100, 200, 0, 0, 0
UnitedKingdom->Greece,0, 0, 300, 0, 0, 0, 0
Sweden->UnitedKingdom,0, 0, 300, 0, 0, 0, 0
UnitedKingdom->Italy,0, 0, 200, 100, 0, 0, 0
Luxembourg->Finland,0, 0, 200, 100, 0, 0, 0
Portugal->Belgium,0, 0, 300, 0, 0, 0, 0
Austria->Germany,0, 0, 300, 0, 0, 0, 0
Switzerland->Vietnam,0, 0, 300, 0, 0, 0, 0
Switzerland->France,0, 0, 300, 0, 0, 0, 0
Denmark->France,0, 0, 300, 0, 0, 0, 0
Denmark->NewZealand,0, 0, 300, 0, 0, 0, 0
Germany->Morocco,0, 0, 300, 0, 0, 0, 0
Israel->NewZealand,0, 0, 200, 100, 0, 0, 0
Switzerland->Romania,0, 0, 300, 0, 0, 0, 0
Luxembourg->France,0, 0, 200, 100, 0, 0, 0
Poland->Belgium,0, 0, 0, 300, 0, 0, 0
Russia->Poland,0, 0, 292, 0, 0, 0, 0
Russia->UnitedArabEmirates,0, 0, 292, 0, 0, 0, 0
Russia->DemocraticRepublicoftheCongo,0, 0, 0, 284, 0, 0, 0
UnitedKingdom->Iceland,0, 0, 173, 73, 0, 0, 0
Sweden->Russia,0, 0, 108, 100, 0, 0, 0
Russia->Spain,100, 0, 100, 0, 0, 0, 0
Italy->Spain,100, 0, 0, 100, 0, 0, 0
Spain->Switzerland,100, 0, 100, 0, 0, 0, 0
UnitedKingdom->USA,100, 0, 0, 100, 0, 0, 0
UnitedKingdom->Morocco,100, 0, 100, 0, 0, 0, 0
Italy->Turkey,100, 0, 100, 0, 0, 0, 0
Germany->Austria,100, 0, 100, 0, 0, 0, 0
Austria->Malaysia,200, 0, 0, 0, 0, 0, 0
Austria->Thailand,100, 100, 0, 0, 0, 0, 0
Singapore->Australia,100, 100, 0, 0, 0, 0, 0
