edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,284, 276, 0, 0, 0, 0, 0
China->Taiwan,425, 131, 0, 0, 0, 0, 0
China->Thailand,374, 109, 0, 0, 0, 0, 0
USA->Taiwan,53, 32, 352, 41, 0, 0, 0
China->UnitedArabEmirates,235, 205, 0, 0, 0, 0, 0
Germany->Canada,0, 0, 393, 0, 0, 0, 0
Sweden->UnitedArabEmirates,0, 0, 392, 0, 0, 0, 0
China->SouthKorea,200, 181, 0, 0, 0, 0, 0
UnitedKingdom->Switzerland,3, 6, 272, 98, 0, 0, 0
China->Malaysia,366, 0, 0, 0, 0, 0, 0
USA->Canada,0, 37, 118, 209, 0, 0, 0
Singapore->India,0, 100, 263, 0, 0, 0, 0
Singapore->China,261, 100, 0, 0, 0, 0, 0
Germany->NewZealand,0, 28, 300, 31, 0, 0, 0
Switzerland->France,0, 0, 353, 0, 0, 0, 0
Germany->Latvia,149, 13, 87, 100, 0, 0, 0
Luxembourg->DemocraticRepublicoftheCongo,0, 0, 221, 116, 0, 0, 0
SaudiArabia->Poland,0, 0, 336, 0, 0, 0, 0
Spain->Argentina,133, 0, 0, 200, 0, 0, 0
Switzerland->Vietnam,0, 0, 329, 0, 0, 0, 0
Singapore->Malaysia,68, 138, 118, 0, 0, 0, 0
Germany->Belgium,0, 0, 297, 27, 0, 0, 0
India->Singapore,0, 0, 322, 0, 0, 0, 0
China->Oman,154, 167, 0, 0, 0, 0, 0
China->Singapore,209, 100, 0, 0, 0, 0, 0
Luxembourg->Belgium,0, 0, 204, 100, 0, 0, 0
SaudiArabia->Italy,0, 10, 291, 0, 0, 0, 0
USA->China,241, 59, 0, 0, 0, 0, 0
Switzerland->Romania,0, 0, 300, 0, 0, 0, 0
Poland->Belgium,0, 0, 0, 300, 0, 0, 0
Brazil->Argentina,0, 0, 289, 0, 0, 0, 0
Thailand->Australia,100, 186, 0, 0, 0, 0, 0
China->Australia,31, 250, 0, 0, 0, 0, 0
UnitedKingdom->Brazil,0, 103, 131, 42, 0, 0, 0
Germany->UnitedKingdom,0, 100, 39, 136, 0, 0, 0
Russia->Sweden,0, 23, 218, 33, 0, 0, 0
Switzerland->Luxembourg,0, 0, 237, 37, 0, 0, 0
Australia->Japan,0, 228, 28, 16, 0, 0, 0
Turkey->SaudiArabia,0, 72, 0, 200, 0, 0, 0
France->USA,0, 0, 237, 33, 0, 0, 0
France->Senegal,0, 0, 69, 200, 0, 0, 0
Belgium->Hungary,0, 0, 100, 169, 0, 0, 0
Australia->USA,0, 100, 55, 110, 0, 0, 0
UnitedKingdom->Poland,0, 0, 121, 144, 0, 0, 0
USA->Australia,0, 0, 220, 45, 0, 0, 0
Denmark->NewZealand,0, 0, 264, 0, 0, 0, 0
Netherlands->Belgium,0, 0, 160, 100, 0, 0, 0
UnitedArabEmirates->Sweden,0, 100, 150, 9, 0, 0, 0
Russia->Argentina,25, 0, 0, 233, 0, 0, 0
Denmark->France,0, 0, 257, 0, 0, 0, 0
Germany->Russia,191, 0, 25, 38, 0, 0, 0
Portugal->Chile,0, 0, 253, 0, 0, 0, 0
UnitedArabEmirates->Oman,46, 33, 173, 0, 0, 0, 0
Germany->Japan,100, 0, 81, 65, 0, 0, 0
Germany->Netherlands,100, 0, 113, 33, 0, 0, 0
NewZealand->Denmark,72, 0, 171, 0, 0, 0, 0
NewZealand->Singapore,36, 0, 71, 135, 0, 0, 0
Luxembourg->France,0, 0, 135, 105, 0, 0, 0
China->HongKong,195, 37, 0, 0, 0, 0, 0
Germany->Italy,100, 0, 112, 18, 0, 0, 0
Luxembourg->Finland,0, 0, 200, 27, 0, 0, 0
Canada->France,0, 0, 125, 100, 0, 0, 0
UnitedKingdom->Chile,77, 34, 109, 1, 0, 0, 0
Netherlands->Colombia,0, 0, 186, 33, 0, 0, 0
Switzerland->Turkey,0, 0, 218, 0, 0, 0, 0
India->Luxembourg,0, 0, 217, 0, 0, 0, 0
Taiwan->USA,149, 0, 66, 0, 0, 0, 0
Italy->Japan,0, 0, 151, 63, 0, 0, 0
Netherlands->Germany,0, 0, 211, 0, 0, 0, 0
Italy->Netherlands,0, 0, 209, 0, 0, 0, 0
USA->Norway,4, 0, 179, 25, 0, 0, 0
BosniaandHerzegovina->Uganda,0, 0, 207, 0, 0, 0, 0
UnitedKingdom->Portugal,0, 0, 107, 100, 0, 0, 0
SaudiArabia->India,0, 0, 7, 200, 0, 0, 0
India->Italy,0, 0, 205, 0, 0, 0, 0
Vietnam->Jordan,0, 0, 204, 0, 0, 0, 0
Germany->Austria,73, 0, 130, 0, 0, 0, 0
Germany->France,1, 100, 69, 33, 0, 0, 0
Germany->Morocco,0, 0, 203, 0, 0, 0, 0
Portugal->Netherlands,0, 0, 203, 0, 0, 0, 0
Germany->Portugal,100, 0, 101, 0, 0, 0, 0
Singapore->Australia,100, 100, 0, 0, 0, 0, 0
Singapore->Taiwan,0, 200, 0, 0, 0, 0, 0
India->SouthAfrica,0, 0, 100, 100, 0, 0, 0
Sweden->USA,0, 0, 200, 0, 0, 0, 0
USA->Sweden,0, 0, 100, 100, 0, 0, 0
Denmark->Israel,0, 0, 200, 0, 0, 0, 0
Denmark->Belgium,0, 0, 200, 0, 0, 0, 0
NewZealand->Israel,0, 0, 200, 0, 0, 0, 0
Switzerland->Germany,0, 0, 200, 0, 0, 0, 0
Switzerland->Latvia,0, 0, 200, 0, 0, 0, 0
Sweden->Switzerland,0, 0, 100, 100, 0, 0, 0
USA->Vietnam,33, 130, 35, 0, 0, 0, 0
Canada->USA,0, 28, 32, 136, 0, 0, 0
Norway->Taiwan,23, 69, 100, 0, 0, 0, 0
USA->HongKong,91, 101, 0, 0, 0, 0, 0
Canada->Australia,0, 0, 170, 22, 0, 0, 0
Germany->CzechRepublic,124, 67, 0, 0, 0, 0, 0
Portugal->Australia,0, 0, 190, 1, 0, 0, 0
USA->Mexico,9, 12, 152, 17, 0, 0, 0
Sweden->Russia,0, 1, 88, 100, 0, 0, 0
NewZealand->UnitedKingdom,0, 0, 0, 189, 0, 0, 0
Kazakhstan->Spain,0, 88, 100, 0, 0, 0, 0
Colombia->Germany,0, 0, 184, 4, 0, 0, 0
HongKong->China,157, 30, 0, 0, 0, 0, 0
Germany->Senegal,0, 100, 87, 0, 0, 0, 0
UnitedKingdom->NewZealand,0, 131, 35, 21, 0, 0, 0
Thailand->Malaysia,14, 133, 39, 0, 0, 0, 0
China->Japan,74, 112, 0, 0, 0, 0, 0
Russia->Italy,0, 0, 95, 91, 0, 0, 0
Italy->Portugal,0, 0, 133, 52, 0, 0, 0
