dataset,10,20,30,40,50,60,70,80,90,100
SEIR015_sl1000_mr0125_nv10_1,0.961,0.973,0.986,0.986,0.986,0.986,0.973,0.973,0.973,0.973
SEIR015_sl1000_mr0125_nv10_10,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947
SEIR015_sl1000_mr0125_nv10_11,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692,0.692
SEIR015_sl1000_mr0125_nv10_12,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_13,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
SEIR015_sl1000_mr0125_nv10_14,0.835,0.835,0.873,0.873,0.897,0.865,0.865,0.82,0.82,0.82
SEIR015_sl1000_mr0125_nv10_15,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933
SEIR015_sl1000_mr0125_nv10_16,0.788,0.788,0.788,0.788,0.794,0.785,0.785,0.785,0.785,0.785
SEIR015_sl1000_mr0125_nv10_17,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807,0.807
SEIR015_sl1000_mr0125_nv10_18,0.762,0.762,0.762,0.762,0.8,0.737,0.737,0.737,0.737,0.737
SEIR015_sl1000_mr0125_nv10_19,0.605,0.657,0.742,0.742,0.742,0.632,0.632,0.667,0.667,0.667
SEIR015_sl1000_mr0125_nv10_2,0.857,0.857,0.938,0.938,0.938,0.938,0.828,0.828,0.828,0.828
SEIR015_sl1000_mr0125_nv10_20,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871,0.871
SEIR015_sl1000_mr0125_nv10_3,0.667,0.7,0.7,0.7,0.7,0.7,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr0125_nv10_4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr0125_nv10_5,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902
SEIR015_sl1000_mr0125_nv10_6,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932
SEIR015_sl1000_mr0125_nv10_7,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881
SEIR015_sl1000_mr0125_nv10_8,0.694,0.694,0.649,0.649,0.75,0.75,0.75,0.774,0.774,0.774
SEIR015_sl1000_mr0125_nv10_9,0.481,0.481,0.481,0.481,0.489,0.611,0.611,0.611,0.611,0.611
SEIR015_sl1000_mr025_nv10_1,0.857,0.857,0.857,0.857,0.9,0.842,0.842,0.842,0.842,0.842
SEIR015_sl1000_mr025_nv10_10,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR015_sl1000_mr025_nv10_11,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939
SEIR015_sl1000_mr025_nv10_12,0.87,0.87,0.87,0.87,0.818,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_13,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348
SEIR015_sl1000_mr025_nv10_14,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv10_15,0.626,0.646,0.646,0.646,0.646,0.646,0.602,0.602,0.602,0.602
SEIR015_sl1000_mr025_nv10_16,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SEIR015_sl1000_mr025_nv10_17,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_18,0.698,0.698,0.698,0.732,0.753,0.794,0.794,0.794,0.794,0.806
SEIR015_sl1000_mr025_nv10_19,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895
SEIR015_sl1000_mr025_nv10_2,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887
SEIR015_sl1000_mr025_nv10_20,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv10_3,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917
SEIR015_sl1000_mr025_nv10_4,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876
SEIR015_sl1000_mr025_nv10_5,0.887,0.887,0.887,0.887,0.875,0.884,0.884,0.884,0.884,0.884
SEIR015_sl1000_mr025_nv10_6,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
SEIR015_sl1000_mr025_nv10_7,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv10_8,0.976,0.976,0.976,0.976,1,0.974,0.974,0.974,0.974,0.974
SEIR015_sl1000_mr025_nv10_9,0.941,0.966,0.957,0.957,0.957,0.973,0.973,0.973,0.964,0.964
SEIR015_sl1000_mr025_nv20_1,0.622,0.718,0.718,0.6,0.6,0.667,0.667,0.667,0.667,0.72
SEIR015_sl1000_mr025_nv20_10,0.583,0.583,0.583,0.583,0.381,0.5,0.5,0.5,0.5,0.5
SEIR015_sl1000_mr025_nv20_11,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR015_sl1000_mr025_nv20_12,0.52,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.684,0.684
SEIR015_sl1000_mr025_nv20_13,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv20_14,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR015_sl1000_mr025_nv20_15,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759,0.759
SEIR015_sl1000_mr025_nv20_16,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
SEIR015_sl1000_mr025_nv20_17,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912
SEIR015_sl1000_mr025_nv20_18,0.633,0.66,0.721,0.675,0.675,0.675,0.675,0.675,0.675,0.675
SEIR015_sl1000_mr025_nv20_19,0.462,0.462,0.462,0.48,0.48,0.48,0.5,0.5,0.5,0.5
SEIR015_sl1000_mr025_nv20_2,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SEIR015_sl1000_mr025_nv20_20,0.667,0.7,0.684,0.684,0.684,0.684,0.667,0.667,0.667,0.667
SEIR015_sl1000_mr025_nv20_3,0.733,0.733,0.733,0.741,0.741,0.741,0.779,0.779,0.779,0.779
SEIR015_sl1000_mr025_nv20_4,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896
SEIR015_sl1000_mr025_nv20_5,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949
SEIR015_sl1000_mr025_nv20_6,0.837,0.837,0.829,0.829,0.829,0.85,0.85,0.85,0.85,0.85
SEIR015_sl1000_mr025_nv20_7,0.932,0.932,0.932,0.932,0.944,0.93,0.93,0.93,0.93,0.93
SEIR015_sl1000_mr025_nv20_8,0.634,0.689,0.689,0.689,0.689,0.689,0.689,0.689,0.761,0.761
SEIR015_sl1000_mr025_nv20_9,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757,0.757
SEIR015_sl1000_mr025_nv5_1,0.634,0.514,0.514,0.783,0.783,0.783,0.783,0.783,0.783,0.667
SEIR015_sl1000_mr025_nv5_10,0.675,0.675,0.658,0.658,0.658,0.676,0.676,0.676,0.676,0.676
SEIR015_sl1000_mr025_nv5_11,0.709,0.743,0.743,0.83,0.83,0.83,0.848,0.848,0.848,0.848
SEIR015_sl1000_mr025_nv5_12,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636
SEIR015_sl1000_mr025_nv5_13,0.701,0.806,0.839,0.912,0.912,0.912,0.912,0.912,0.912,0.912
SEIR015_sl1000_mr025_nv5_14,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727
SEIR015_sl1000_mr025_nv5_15,0.789,0.794,0.836,0.836,0.836,0.836,0.787,0.797,0.797,0.797
SEIR015_sl1000_mr025_nv5_16,1,1,1,1,1,1,1,1,1,1
SEIR015_sl1000_mr025_nv5_17,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881
SEIR015_sl1000_mr025_nv5_18,0.625,0.667,0.714,0.714,0.714,0.714,0.692,0.692,0.692,0.706
SEIR015_sl1000_mr025_nv5_19,0.323,0.323,0.323,0.385,0.385,0.385,0.476,0.476,0.476,0.476
SEIR015_sl1000_mr025_nv5_2,0.818,0.818,0.842,0.842,0.842,0.842,0.8,0.8,0.8,0.8
SEIR015_sl1000_mr025_nv5_20,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738
SEIR015_sl1000_mr025_nv5_3,0.436,0.469,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
SEIR015_sl1000_mr025_nv5_4,0.827,0.827,0.86,0.86,0.86,0.86,0.857,0.857,0.857,0.83
SEIR015_sl1000_mr025_nv5_5,0.627,0.682,0.682,0.682,0.682,0.682,0.732,0.732,0.732,0.732
SEIR015_sl1000_mr025_nv5_6,0.381,0.352,0.427,0.45,0.45,0.45,0.5,0.5,0.521,0.526
SEIR015_sl1000_mr025_nv5_7,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SEIR015_sl1000_mr025_nv5_8,0.776,0.776,0.776,0.826,0.826,0.826,0.884,0.884,0.884,0.884
SEIR015_sl1000_mr025_nv5_9,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595
SEIR015_sl1000_mr05_nv10_1,0.579,0.579,0.647,0.647,0.647,0.647,0.647,0.733,0.733,0.733
SEIR015_sl1000_mr05_nv10_10,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842
SEIR015_sl1000_mr05_nv10_11,0.308,0.316,0.353,0.353,0.353,0.4,0.4,0.4,0.462,0.462
SEIR015_sl1000_mr05_nv10_12,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842
SEIR015_sl1000_mr05_nv10_13,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951
SEIR015_sl1000_mr05_nv10_14,0.792,0.866,0.866,0.866,0.866,0.866,0.83,0.83,0.848,0.848
SEIR015_sl1000_mr05_nv10_15,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783
SEIR015_sl1000_mr05_nv10_16,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886
SEIR015_sl1000_mr05_nv10_17,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr05_nv10_18,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791,0.791
SEIR015_sl1000_mr05_nv10_19,0.711,0.711,0.711,0.711,0.794,0.677,0.677,0.677,0.677,0.677
SEIR015_sl1000_mr05_nv10_2,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952
SEIR015_sl1000_mr05_nv10_20,0.508,0.577,0.5,0.5,0.548,0.595,0.595,0.595,0.677,0.677
SEIR015_sl1000_mr05_nv10_3,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835
SEIR015_sl1000_mr05_nv10_4,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638
SEIR015_sl1000_mr05_nv10_5,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818
SEIR015_sl1000_mr05_nv10_6,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935
SEIR015_sl1000_mr05_nv10_7,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
SEIR015_sl1000_mr05_nv10_8,0.8,0.8,0.8,0.8,0.853,0.901,0.901,0.901,0.901,0.901
SEIR015_sl1000_mr05_nv10_9,0.688,0.688,0.688,0.688,0.71,0.733,0.733,0.733,0.733,0.733
SEIR015_sl250_mr025_nv10_1,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.722
SEIR015_sl250_mr025_nv10_10,0.579,0.629,0.629,0.614,0.614,0.622,0.622,0.622,0.589,0.589
SEIR015_sl250_mr025_nv10_11,0.625,0.641,0.632,0.632,0.632,0.632,0.64,0.64,0.64,0.64
SEIR015_sl250_mr025_nv10_12,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636,0.636
SEIR015_sl250_mr025_nv10_13,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727
SEIR015_sl250_mr025_nv10_14,0.457,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.485
SEIR015_sl250_mr025_nv10_15,0.532,0.532,0.532,0.532,0.537,0.523,0.523,0.523,0.523,0.523
SEIR015_sl250_mr025_nv10_16,0.286,0.217,0.217,0.217,0.225,0.254,0.254,0.254,0.273,0.281
SEIR015_sl250_mr025_nv10_17,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
SEIR015_sl250_mr025_nv10_18,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414
SEIR015_sl250_mr025_nv10_19,0.659,0.667,0.667,0.7,0.7,0.7,0.73,0.73,0.73,0.73
SEIR015_sl250_mr025_nv10_2,0.361,0.361,0.237,0.28,0.28,0.28,0.292,0.311,0.311,0.311
SEIR015_sl250_mr025_nv10_20,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613
SEIR015_sl250_mr025_nv10_3,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR015_sl250_mr025_nv10_4,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
SEIR015_sl250_mr025_nv10_5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEIR015_sl250_mr025_nv10_6,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571
SEIR015_sl250_mr025_nv10_7,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.353
SEIR015_sl250_mr025_nv10_8,0.647,0.71,0.772,0.772,0.772,0.769,0.769,0.769,0.769,0.8
SEIR015_sl250_mr025_nv10_9,0.7,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.8,0.8
SEIR015_sl500_mr025_nv10_1,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762
SEIR015_sl500_mr025_nv10_10,0.899,0.899,0.899,0.899,0.909,0.909,0.897,0.897,0.897,0.897
SEIR015_sl500_mr025_nv10_11,0.381,0.381,0.381,0.381,0.211,0.235,0.235,0.235,0.235,0.235
SEIR015_sl500_mr025_nv10_12,0.667,0.692,0.732,0.732,0.732,0.732,0.732,0.729,0.729,0.729
SEIR015_sl500_mr025_nv10_13,0.642,0.571,0.571,0.571,0.571,0.571,0.61,0.61,0.706,0.706
SEIR015_sl500_mr025_nv10_14,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842
SEIR015_sl500_mr025_nv10_15,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881,0.881
SEIR015_sl500_mr025_nv10_16,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SEIR015_sl500_mr025_nv10_17,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788
SEIR015_sl500_mr025_nv10_18,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868
SEIR015_sl500_mr025_nv10_19,0.909,0.909,1,1,1,1,1,1,0.889,0.889
SEIR015_sl500_mr025_nv10_2,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
SEIR015_sl500_mr025_nv10_20,0.797,0.797,0.797,0.803,0.803,0.803,0.825,0.825,0.825,0.825
SEIR015_sl500_mr025_nv10_3,0.835,0.835,0.835,0.835,0.846,0.831,0.831,0.831,0.831,0.831
SEIR015_sl500_mr025_nv10_4,0.68,0.68,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.705
SEIR015_sl500_mr025_nv10_5,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897
SEIR015_sl500_mr025_nv10_6,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SEIR015_sl500_mr025_nv10_7,0.6,0.6,0.6,0.6,0.571,0.592,0.592,0.592,0.592,0.692
SEIR015_sl500_mr025_nv10_8,0.726,0.726,0.726,0.762,0.762,0.762,0.78,0.78,0.78,0.78
SEIR015_sl500_mr025_nv10_9,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr0125_nv10_1,0.732,0.769,0.703,0.703,0.703,0.743,0.743,0.743,0.743,0.743
SEIR01_sl1000_mr0125_nv10_10,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926
SEIR01_sl1000_mr0125_nv10_11,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SEIR01_sl1000_mr0125_nv10_12,0.182,0.182,0.182,0.182,0.2,0.222,0.222,0.222,0.222,0.222
SEIR01_sl1000_mr0125_nv10_13,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr0125_nv10_14,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951
SEIR01_sl1000_mr0125_nv10_15,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr0125_nv10_16,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl1000_mr0125_nv10_17,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl1000_mr0125_nv10_18,0.863,0.872,0.879,0.879,0.879,0.899,0.899,0.92,0.92,0.92
SEIR01_sl1000_mr0125_nv10_19,0.862,0.889,0.918,0.918,0.918,0.918,0.881,0.881,0.881,0.881
SEIR01_sl1000_mr0125_nv10_2,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SEIR01_sl1000_mr0125_nv10_20,0.885,0.885,0.885,0.885,0.885,0.88,0.88,0.88,0.88,0.88
SEIR01_sl1000_mr0125_nv10_3,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895
SEIR01_sl1000_mr0125_nv10_4,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl1000_mr0125_nv10_5,0.875,0.875,0.875,0.875,0.884,0.894,0.894,0.894,0.894,0.894
SEIR01_sl1000_mr0125_nv10_6,0.88,0.88,0.917,0.917,0.917,0.894,0.894,0.894,0.894,0.894
SEIR01_sl1000_mr0125_nv10_7,0.902,0.902,0.949,0.949,0.949,0.949,0.947,0.947,0.947,0.947
SEIR01_sl1000_mr0125_nv10_8,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr0125_nv10_9,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926
SEIR01_sl1000_mr025_nv10_1,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893
SEIR01_sl1000_mr025_nv10_10,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_11,0.895,0.889,0.889,0.889,0.889,0.889,0.914,0.914,0.914,0.914
SEIR01_sl1000_mr025_nv10_12,0.706,0.706,0.706,0.706,0.75,0.667,0.667,0.667,0.667,0.667
SEIR01_sl1000_mr025_nv10_13,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878
SEIR01_sl1000_mr025_nv10_14,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899
SEIR01_sl1000_mr025_nv10_15,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv10_16,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918
SEIR01_sl1000_mr025_nv10_17,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_18,0.842,0.842,0.842,0.842,0.778,0.824,0.824,0.824,0.824,0.824
SEIR01_sl1000_mr025_nv10_19,0.784,0.777,0.777,0.777,0.777,0.777,0.79,0.79,0.79,0.79
SEIR01_sl1000_mr025_nv10_2,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933
SEIR01_sl1000_mr025_nv10_20,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824,0.824
SEIR01_sl1000_mr025_nv10_3,0.86,0.86,0.848,0.848,0.848,0.848,0.848,0.857,0.857,0.857
SEIR01_sl1000_mr025_nv10_4,0.906,0.906,0.906,0.906,0.914,0.904,0.904,0.904,0.904,0.904
SEIR01_sl1000_mr025_nv10_5,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv10_6,0.8,0.8,0.8,0.8,0.857,0.769,0.769,0.769,0.769,0.769
SEIR01_sl1000_mr025_nv10_7,0.717,0.705,0.725,0.763,0.763,0.763,0.763,0.763,0.763,0.763
SEIR01_sl1000_mr025_nv10_8,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815
SEIR01_sl1000_mr025_nv10_9,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894
SEIR01_sl1000_mr025_nv20_1,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939
SEIR01_sl1000_mr025_nv20_10,0.727,0.667,0.667,0.667,0.667,0.667,0.75,0.75,0.75,0.75
SEIR01_sl1000_mr025_nv20_11,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SEIR01_sl1000_mr025_nv20_12,0.865,0.865,0.865,0.865,0.889,0.914,0.914,0.914,0.914,0.914
SEIR01_sl1000_mr025_nv20_13,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879,0.879
SEIR01_sl1000_mr025_nv20_14,0.8,0.828,0.828,0.889,0.889,0.846,0.88,0.88,0.88,0.88
SEIR01_sl1000_mr025_nv20_15,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
SEIR01_sl1000_mr025_nv20_16,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706
SEIR01_sl1000_mr025_nv20_17,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
SEIR01_sl1000_mr025_nv20_18,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv20_19,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
SEIR01_sl1000_mr025_nv20_2,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918,0.918
SEIR01_sl1000_mr025_nv20_20,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR01_sl1000_mr025_nv20_3,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884
