edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->Singapore,692, 238, 0, 0, 0, 0, 0
Sweden->UnitedArabEmirates,0, 480, 311, 0, 0, 0, 0
China->UnitedArabEmirates,400, 260, 0, 0, 0, 0, 0
China->USA,286, 331, 0, 3, 0, 0, 0
China->Thailand,425, 121, 0, 0, 0, 0, 0
China->Australia,36, 506, 0, 0, 0, 0, 0
Sweden->Russia,0, 194, 169, 152, 0, 0, 0
Switzerland->Belgium,0, 0, 452, 0, 0, 0, 0
Luxembourg->France,0, 0, 450, 0, 0, 0, 0
China->HongKong,143, 261, 0, 0, 0, 0, 0
China->Taiwan,344, 57, 0, 0, 0, 0, 0
Sweden->Romania,0, 194, 100, 100, 0, 0, 0
Germany->Luxembourg,0, 0, 382, 0, 0, 0, 0
USA->Australia,65, 108, 103, 100, 0, 0, 0
China->SouthKorea,200, 170, 0, 0, 0, 0, 0
Russia->SouthAfrica,0, 0, 300, 66, 0, 0, 0
Brazil->Chile,0, 0, 100, 265, 0, 0, 0
USA->Canada,0, 41, 162, 159, 0, 0, 0
Spain->Portugal,0, 0, 342, 0, 0, 0, 0
China->Japan,198, 138, 3, 0, 0, 0, 0
Sweden->Latvia,0, 100, 134, 100, 0, 0, 0
Sweden->USA,0, 301, 0, 29, 0, 0, 0
NewZealand->UnitedKingdom,23, 0, 192, 99, 0, 0, 0
Australia->China,41, 270, 0, 0, 0, 0, 0
China->Oman,200, 97, 7, 0, 0, 0, 0
Spain->UnitedKingdom,0, 1, 303, 0, 0, 0, 0
France->Luxembourg,0, 100, 203, 0, 0, 0, 0
Singapore->Malaysia,100, 0, 0, 200, 0, 0, 0
Sweden->Poland,0, 62, 238, 0, 0, 0, 0
Belgium->DemocraticRepublicoftheCongo,0, 0, 200, 100, 0, 0, 0
Japan->Hungary,0, 0, 0, 300, 0, 0, 0
Netherlands->Belgium,0, 0, 184, 114, 0, 0, 0
Switzerland->UnitedKingdom,0, 0, 201, 91, 0, 0, 0
France->Australia,35, 106, 125, 25, 0, 0, 0
Sweden->Oman,0, 71, 177, 42, 0, 0, 0
Sweden->France,0, 114, 75, 100, 0, 0, 0
Germany->Austria,0, 0, 223, 65, 0, 0, 0
Austria->Russia,0, 34, 246, 0, 0, 0, 0
UnitedKingdom->Switzerland,0, 0, 254, 26, 0, 0, 0
Italy->Poland,0, 100, 54, 125, 0, 0, 0
Germany->Canada,0, 0, 279, 0, 0, 0, 0
USA->Vietnam,38, 98, 100, 41, 0, 0, 0
Luxembourg->Italy,0, 34, 237, 6, 0, 0, 0
Sweden->Germany,0, 0, 244, 32, 0, 0, 0
Taiwan->China,118, 155, 0, 0, 0, 0, 0
Brazil->Netherlands,0, 0, 271, 0, 0, 0, 0
Austria->Switzerland,0, 7, 141, 120, 0, 0, 0
Luxembourg->Finland,0, 119, 149, 0, 0, 0, 0
Germany->NewZealand,0, 0, 265, 0, 0, 0, 0
USA->SaudiArabia,0, 129, 100, 29, 0, 0, 0
Belgium->Hungary,0, 0, 158, 100, 0, 0, 0
Spain->Switzerland,0, 0, 257, 0, 0, 0, 0
France->Canada,0, 187, 55, 13, 0, 0, 0
USA->India,0, 35, 189, 29, 0, 0, 0
Portugal->Italy,0, 19, 101, 132, 0, 0, 0
Taiwan->USA,106, 8, 100, 36, 0, 0, 0
China->Malaysia,70, 180, 0, 0, 0, 0, 0
Spain->Mexico,0, 44, 206, 0, 0, 0, 0
India->Malaysia,0, 0, 245, 0, 0, 0, 0
Italy->CzechRepublic,0, 0, 196, 46, 0, 0, 0
Spain->Hungary,0, 0, 239, 0, 0, 0, 0
Switzerland->Turkey,0, 0, 237, 0, 0, 0, 0
Japan->Australia,0, 204, 31, 0, 0, 0, 0
Switzerland->France,0, 0, 235, 0, 0, 0, 0
Taiwan->HongKong,234, 0, 0, 0, 0, 0, 0
Italy->USA,0, 101, 133, 0, 0, 0, 0
Vietnam->Japan,0, 0, 234, 0, 0, 0, 0
USA->Colombia,7, 25, 200, 0, 0, 0, 0
Sweden->Switzerland,0, 0, 32, 200, 0, 0, 0
Switzerland->USA,0, 0, 231, 0, 0, 0, 0
France->Israel,0, 188, 18, 22, 0, 0, 0
Italy->Russia,0, 37, 160, 31, 0, 0, 0
Germany->Italy,0, 0, 228, 0, 0, 0, 0
Japan->USA,48, 123, 45, 11, 0, 0, 0
Vietnam->USA,27, 7, 177, 15, 0, 0, 0
UnitedKingdom->Singapore,0, 24, 102, 100, 0, 0, 0
Italy->France,0, 0, 225, 0, 0, 0, 0
India->Australia,0, 143, 80, 0, 0, 0, 0
Japan->Israel,0, 100, 22, 100, 0, 0, 0
Switzerland->Iceland,0, 0, 173, 49, 0, 0, 0
Poland->Belgium,0, 0, 20, 202, 0, 0, 0
Poland->Australia,22, 100, 90, 5, 0, 0, 0
USA->France,0, 80, 105, 31, 0, 0, 0
Poland->Colombia,0, 100, 86, 30, 0, 0, 0
SaudiArabia->Bangladesh,0, 160, 56, 0, 0, 0, 0
Luxembourg->Canada,0, 0, 216, 0, 0, 0, 0
France->India,6, 5, 103, 100, 0, 0, 0
Spain->Argentina,0, 0, 176, 38, 0, 0, 0
USA->Japan,45, 42, 126, 0, 0, 0, 0
Netherlands->Colombia,0, 0, 196, 17, 0, 0, 0
Italy->Germany,0, 0, 212, 0, 0, 0, 0
Switzerland->India,0, 0, 212, 0, 0, 0, 0
Taiwan->Malaysia,50, 160, 0, 0, 0, 0, 0
HongKong->Australia,35, 175, 0, 0, 0, 0, 0
UnitedKingdom->India,0, 0, 171, 39, 0, 0, 0
France->Italy,0, 200, 8, 0, 0, 0, 0
Portugal->Colombia,0, 27, 156, 25, 0, 0, 0
DemocraticRepublicoftheCongo->France,0, 0, 104, 103, 0, 0, 0
Switzerland->Canada,0, 0, 207, 0, 0, 0, 0
Argentina->Spain,0, 0, 170, 37, 0, 0, 0
Italy->Netherlands,0, 0, 206, 0, 0, 0, 0
France->Brazil,0, 204, 0, 0, 0, 0, 0
USA->China,122, 67, 0, 13, 0, 0, 0
China->UnitedKingdom,0, 202, 0, 0, 0, 0, 0
