edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->Singapore,400, 300, 0, 0, 0, 0, 0
China->USA,100, 400, 0, 100, 0, 0, 0
USA->China,200, 400, 0, 0, 0, 0, 0
SaudiArabia->Turkey,0, 100, 100, 400, 0, 0, 0
China->Taiwan,400, 100, 0, 0, 0, 0, 0
China->HongKong,400, 100, 0, 0, 0, 0, 0
Sweden->France,100, 400, 0, 0, 0, 0, 0
Netherlands->Portugal,100, 0, 400, 0, 0, 0, 0
Poland->Belgium,100, 0, 0, 400, 0, 0, 0
USA->Australia,100, 300, 100, 0, 0, 0, 0
USA->Taiwan,0, 400, 0, 100, 0, 0, 0
Sweden->USA,0, 500, 0, 0, 0, 0, 0
Singapore->India,0, 0, 300, 200, 0, 0, 0
Japan->Thailand,400, 0, 0, 0, 0, 0, 0
Luxembourg->Belgium,0, 300, 100, 0, 0, 0, 0
Denmark->Germany,0, 200, 100, 100, 0, 0, 0
Sweden->UnitedArabEmirates,0, 400, 0, 0, 0, 0, 0
France->Senegal,0, 0, 200, 200, 0, 0, 0
Denmark->Colombia,0, 187, 0, 200, 0, 0, 0
Denmark->USA,0, 113, 100, 100, 0, 0, 0
Argentina->Chile,100, 0, 200, 0, 0, 0, 0
China->Australia,200, 100, 0, 0, 0, 0, 0
Japan->Italy,300, 0, 0, 0, 0, 0, 0
USA->Thailand,100, 200, 0, 0, 0, 0, 0
USA->HongKong,100, 200, 0, 0, 0, 0, 0
USA->UnitedArabEmirates,100, 100, 0, 100, 0, 0, 0
UnitedKingdom->USA,100, 100, 0, 100, 0, 0, 0
UnitedKingdom->Switzerland,100, 100, 100, 0, 0, 0, 0
Germany->Belgium,100, 0, 200, 0, 0, 0, 0
Sweden->Switzerland,100, 0, 0, 200, 0, 0, 0
Bangladesh->Italy,300, 0, 0, 0, 0, 0, 0
Bangladesh->CzechRepublic,300, 0, 0, 0, 0, 0, 0
France->BosniaandHerzegovina,100, 100, 0, 100, 0, 0, 0
France->Chile,100, 100, 100, 0, 0, 0, 0
Bangladesh->Brazil,200, 0, 0, 100, 0, 0, 0
Brazil->Italy,100, 200, 0, 0, 0, 0, 0
UnitedArabEmirates->Australia,0, 200, 100, 0, 0, 0, 0
USA->SaudiArabia,0, 300, 0, 0, 0, 0, 0
China->Spain,0, 300, 0, 0, 0, 0, 0
Australia->HongKong,0, 300, 0, 0, 0, 0, 0
USA->Mexico,0, 300, 0, 0, 0, 0, 0
USA->Singapore,0, 200, 0, 100, 0, 0, 0
Belgium->Italy,0, 100, 200, 0, 0, 0, 0
UnitedKingdom->Singapore,0, 100, 100, 100, 0, 0, 0
SouthKorea->China,0, 300, 0, 0, 0, 0, 0
France->Canada,0, 200, 100, 0, 0, 0, 0
Denmark->France,0, 200, 100, 0, 0, 0, 0
Denmark->NewZealand,0, 100, 100, 100, 0, 0, 0
Denmark->Australia,0, 100, 200, 0, 0, 0, 0
Denmark->Austria,0, 100, 100, 100, 0, 0, 0
Denmark->Israel,0, 100, 200, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Germany,0, 200, 100, 0, 0, 0, 0
DemocraticRepublicoftheCongo->UnitedKingdom,0, 200, 100, 0, 0, 0, 0
Netherlands->India,0, 100, 200, 0, 0, 0, 0
Brazil->Netherlands,0, 100, 200, 0, 0, 0, 0
SaudiArabia->Brazil,0, 100, 100, 100, 0, 0, 0
SaudiArabia->Colombia,0, 0, 200, 100, 0, 0, 0
Brazil->Poland,0, 0, 200, 100, 0, 0, 0
France->USA,0, 0, 200, 100, 0, 0, 0
France->Israel,0, 0, 200, 100, 0, 0, 0
Singapore->Malaysia,0, 0, 100, 200, 0, 0, 0
SaudiArabia->USA,0, 0, 300, 0, 0, 0, 0
France->Australia,97, 0, 200, 0, 0, 0, 0
USA->France,100, 0, 113, 0, 0, 0, 0
Taiwan->Belgium,200, 0, 0, 0, 0, 0, 0
Argentina->France,100, 0, 100, 0, 0, 0, 0
Argentina->Russia,100, 0, 100, 0, 0, 0, 0
Argentina->Vietnam,100, 100, 0, 0, 0, 0, 0
Italy->Australia,100, 100, 0, 0, 0, 0, 0
China->Vietnam,200, 0, 0, 0, 0, 0, 0
China->Thailand,100, 100, 0, 0, 0, 0, 0
China->France,200, 0, 0, 0, 0, 0, 0
China->Norway,200, 0, 0, 0, 0, 0, 0
Singapore->USA,200, 0, 0, 0, 0, 0, 0
USA->Japan,100, 100, 0, 0, 0, 0, 0
Japan->Singapore,200, 0, 0, 0, 0, 0, 0
Japan->China,200, 0, 0, 0, 0, 0, 0
Thailand->Australia,100, 100, 0, 0, 0, 0, 0
Australia->Taiwan,100, 100, 0, 0, 0, 0, 0
Australia->Japan,200, 0, 0, 0, 0, 0, 0
Vietnam->Senegal,100, 0, 100, 0, 0, 0, 0
Japan->UnitedKingdom,100, 0, 0, 100, 0, 0, 0
Japan->Taiwan,200, 0, 0, 0, 0, 0, 0
Japan->Malaysia,100, 0, 100, 0, 0, 0, 0
Morocco->Italy,100, 100, 0, 0, 0, 0, 0
Switzerland->Germany,100, 0, 100, 0, 0, 0, 0
Italy->UnitedKingdom,100, 100, 0, 0, 0, 0, 0
UnitedKingdom->Canada,100, 0, 0, 100, 0, 0, 0
UnitedKingdom->Brazil,100, 0, 100, 0, 0, 0, 0
UnitedKingdom->DemocraticRepublicoftheCongo,100, 100, 0, 0, 0, 0, 0
UnitedKingdom->NewZealand,100, 0, 100, 0, 0, 0, 0
Germany->Austria,100, 0, 100, 0, 0, 0, 0
Germany->Vietnam,200, 0, 0, 0, 0, 0, 0
Germany->Switzerland,100, 100, 0, 0, 0, 0, 0
Germany->Latvia,100, 0, 100, 0, 0, 0, 0
Germany->Sweden,100, 0, 0, 100, 0, 0, 0
Sweden->Bangladesh,200, 0, 0, 0, 0, 0, 0
Sweden->Latvia,100, 100, 0, 0, 0, 0, 0
Sweden->Germany,100, 0, 0, 100, 0, 0, 0
Bangladesh->Russia,200, 0, 0, 0, 0, 0, 0
Bangladesh->Sweden,200, 0, 0, 0, 0, 0, 0
France->SaudiArabia,200, 0, 0, 0, 0, 0, 0
France->Sweden,100, 100, 0, 0, 0, 0, 0
France->Japan,100, 0, 100, 0, 0, 0, 0
France->Poland,100, 0, 0, 100, 0, 0, 0
Jordan->Netherlands,100, 0, 0, 100, 0, 0, 0
Netherlands->Senegal,100, 0, 100, 0, 0, 0, 0
Germany->Finland,100, 0, 0, 100, 0, 0, 0
Germany->Japan,100, 100, 0, 0, 0, 0, 0
Poland->UnitedKingdom,100, 0, 0, 100, 0, 0, 0
Belgium->Australia,100, 0, 0, 100, 0, 0, 0
Belgium->Russia,100, 100, 0, 0, 0, 0, 0
Australia->China,200, 0, 0, 0, 0, 0, 0
USA->SouthKorea,100, 100, 0, 0, 0, 0, 0
USA->Spain,100, 0, 100, 0, 0, 0, 0
Austria->France,100, 0, 100, 0, 0, 0, 0
China->Mexico,100, 0, 0, 100, 0, 0, 0
China->India,100, 100, 0, 0, 0, 0, 0
USA->Malaysia,0, 200, 0, 0, 0, 0, 0
USA->Vietnam,0, 200, 0, 0, 0, 0, 0
China->Canada,0, 200, 0, 0, 0, 0, 0
China->SouthKorea,0, 200, 0, 0, 0, 0, 0
Argentina->UnitedKingdom,0, 100, 100, 0, 0, 0, 0
USA->Belgium,0, 100, 0, 100, 0, 0, 0
UnitedKingdom->Norway,0, 100, 100, 0, 0, 0, 0
UnitedKingdom->Jordan,0, 100, 100, 0, 0, 0, 0
UnitedKingdom->Uruguay,0, 200, 0, 0, 0, 0, 0
Belgium->Brazil,0, 100, 100, 0, 0, 0, 0
Russia->Italy,0, 100, 0, 100, 0, 0, 0
France->Norway,0, 100, 100, 0, 0, 0, 0
Luxembourg->USA,0, 200, 0, 0, 0, 0, 0
Luxembourg->Canada,0, 100, 100, 0, 0, 0, 0
Denmark->Netherlands,0, 100, 100, 0, 0, 0, 0
