edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->Singapore,301, 256, 0, 0, 0, 0, 0
China->USA,207, 304, 0, 28, 0, 0, 0
Singapore->India,0, 25, 300, 200, 0, 0, 0
China->Taiwan,358, 100, 0, 0, 0, 0, 0
China->HongKong,400, 54, 0, 0, 0, 0, 0
SaudiArabia->Turkey,0, 100, 99, 240, 0, 0, 0
France->Senegal,13, 0, 200, 200, 0, 0, 0
USA->Australia,100, 206, 104, 1, 0, 0, 0
Japan->Thailand,317, 80, 0, 0, 0, 0, 0
Sweden->USA,0, 378, 0, 0, 0, 0, 0
Denmark->Germany,0, 164, 100, 100, 0, 0, 0
China->Australia,240, 107, 6, 0, 0, 0, 0
Sweden->France,69, 284, 0, 0, 0, 0, 0
Denmark->Colombia,0, 207, 0, 133, 0, 0, 0
France->USA,0, 28, 264, 47, 0, 0, 0
Japan->Malaysia,126, 102, 110, 0, 0, 0, 0
DemocraticRepublicoftheCongo->UnitedKingdom,0, 208, 121, 0, 0, 0, 0
SouthKorea->China,17, 300, 0, 0, 0, 0, 0
USA->Taiwan,0, 303, 0, 9, 0, 0, 0
Luxembourg->Switzerland,0, 272, 36, 0, 0, 0, 0
SaudiArabia->Colombia,1, 0, 200, 100, 0, 0, 0
UnitedArabEmirates->Australia,0, 200, 100, 0, 0, 0, 0
Singapore->Malaysia,0, 0, 100, 200, 0, 0, 0
Japan->Italy,299, 0, 0, 0, 0, 0, 0
USA->China,245, 48, 0, 0, 0, 0, 0
USA->Mexico,0, 277, 0, 10, 0, 0, 0
Germany->Netherlands,31, 154, 0, 100, 0, 0, 0
Luxembourg->USA,0, 269, 0, 15, 0, 0, 0
Argentina->Chile,100, 0, 179, 0, 0, 0, 0
UnitedKingdom->Singapore,0, 133, 44, 100, 0, 0, 0
France->Canada,0, 217, 34, 24, 0, 0, 0
SaudiArabia->Brazil,0, 100, 73, 100, 0, 0, 0
China->Spain,0, 271, 0, 0, 0, 0, 0
Switzerland->Austria,193, 52, 0, 24, 0, 0, 0
Switzerland->Germany,168, 0, 100, 0, 0, 0, 0
Sweden->UnitedArabEmirates,2, 263, 0, 0, 0, 0, 0
SaudiArabia->USA,0, 13, 242, 0, 0, 0, 0
Poland->Belgium,12, 2, 0, 240, 0, 0, 0
Sweden->Bangladesh,253, 0, 0, 0, 0, 0, 0
China->SouthKorea,50, 200, 0, 0, 0, 0, 0
France->Israel,0, 6, 227, 17, 0, 0, 0
