edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->Singapore,103, 508, 0, 0, 0, 0, 0
USA->Canada,21, 172, 159, 200, 0, 0, 0
Switzerland->Italy,243, 6, 234, 7, 0, 0, 0
China->Taiwan,281, 177, 0, 0, 0, 0, 0
Brazil->Chile,0, 0, 154, 300, 0, 0, 0
China->UnitedArabEmirates,222, 206, 0, 0, 0, 0, 0
Singapore->India,0, 10, 4, 407, 0, 0, 0
China->Australia,61, 345, 0, 0, 0, 0, 0
USA->Taiwan,28, 43, 318, 10, 0, 0, 0
USA->NewZealand,35, 23, 221, 107, 0, 0, 0
Netherlands->Belgium,100, 17, 31, 236, 0, 0, 0
China->USA,260, 114, 0, 0, 0, 0, 0
UnitedArabEmirates->Sweden,0, 100, 270, 0, 0, 0, 0
Singapore->China,354, 11, 0, 0, 0, 0, 0
China->SouthKorea,78, 284, 0, 0, 0, 0, 0
UnitedKingdom->NewZealand,71, 100, 100, 89, 0, 0, 0
Luxembourg->Switzerland,52, 0, 205, 100, 0, 0, 0
USA->Australia,5, 2, 210, 133, 0, 0, 0
HongKong->Australia,0, 339, 0, 0, 0, 0, 0
Germany->Belgium,156, 150, 0, 32, 0, 0, 0
Switzerland->UnitedKingdom,21, 0, 174, 138, 0, 0, 0
Netherlands->Switzerland,130, 0, 184, 17, 0, 0, 0
Switzerland->Vietnam,0, 0, 331, 0, 0, 0, 0
Luxembourg->Italy,24, 0, 305, 0, 0, 0, 0
Denmark->Germany,0, 0, 88, 240, 0, 0, 0
India->Malaysia,0, 101, 92, 127, 0, 0, 0
Belgium->Hungary,0, 0, 156, 163, 0, 0, 0
UnitedKingdom->Poland,0, 100, 66, 152, 0, 0, 0
USA->Singapore,0, 98, 172, 43, 0, 0, 0
Russia->Taiwan,0, 0, 274, 38, 0, 0, 0
Singapore->Thailand,0, 200, 6, 100, 0, 0, 0
Germany->Italy,103, 0, 202, 0, 0, 0, 0
USA->China,94, 202, 0, 0, 0, 0, 0
China->Malaysia,193, 100, 0, 0, 0, 0, 0
UnitedKingdom->Singapore,0, 52, 136, 100, 0, 0, 0
Germany->Australia,109, 135, 37, 0, 0, 0, 0
Germany->UnitedKingdom,37, 0, 213, 31, 0, 0, 0
SouthKorea->China,12, 268, 0, 0, 0, 0, 0
Denmark->Colombia,0, 0, 184, 90, 0, 0, 0
Denmark->France,0, 0, 197, 76, 0, 0, 0
Switzerland->USA,188, 0, 50, 34, 0, 0, 0
Germany->HongKong,43, 228, 0, 0, 0, 0, 0
Netherlands->Germany,4, 0, 267, 0, 0, 0, 0
Denmark->USA,0, 0, 122, 147, 0, 0, 0
Switzerland->Turkey,0, 0, 267, 0, 0, 0, 0
Switzerland->SouthAfrica,203, 0, 0, 62, 0, 0, 0
Luxembourg->DemocraticRepublicoftheCongo,189, 0, 43, 32, 0, 0, 0
Hungary->Belgium,2, 0, 131, 129, 0, 0, 0
USA->France,31, 36, 121, 71, 0, 0, 0
Switzerland->Russia,111, 0, 146, 0, 0, 0, 0
Belgium->Poland,0, 0, 84, 173, 0, 0, 0
Luxembourg->France,83, 33, 38, 101, 0, 0, 0
Switzerland->Netherlands,106, 0, 139, 0, 0, 0, 0
Russia->Italy,0, 0, 245, 0, 0, 0, 0
Canada->France,0, 0, 71, 174, 0, 0, 0
China->Austria,196, 20, 26, 0, 0, 0, 0
USA->Sweden,0, 81, 99, 59, 0, 0, 0
India->SaudiArabia,0, 120, 68, 51, 0, 0, 0
Japan->Netherlands,0, 0, 234, 1, 0, 0, 0
Portugal->Australia,0, 0, 217, 18, 0, 0, 0
Norway->Australia,0, 13, 221, 0, 0, 0, 0
Singapore->Malaysia,61, 41, 31, 100, 0, 0, 0
France->Canada,0, 0, 211, 20, 0, 0, 0
Singapore->UnitedKingdom,0, 215, 14, 0, 0, 0, 0
Switzerland->BosniaandHerzegovina,227, 0, 0, 0, 0, 0, 0
Spain->Georgia,0, 27, 200, 0, 0, 0, 0
Russia->Germany,0, 0, 127, 100, 0, 0, 0
China->HongKong,190, 36, 0, 0, 0, 0, 0
Germany->Netherlands,41, 0, 159, 26, 0, 0, 0
Germany->NewZealand,26, 100, 100, 0, 0, 0, 0
Spain->Chile,0, 14, 169, 42, 0, 0, 0
Switzerland->Argentina,0, 0, 225, 0, 0, 0, 0
Switzerland->Poland,103, 0, 7, 114, 0, 0, 0
Sweden->Russia,0, 0, 123, 100, 0, 0, 0
France->Senegal,21, 0, 100, 100, 0, 0, 0
Norway->Austria,0, 4, 114, 100, 0, 0, 0
USA->Denmark,0, 0, 184, 33, 0, 0, 0
Portugal->Jordan,0, 0, 216, 0, 0, 0, 0
India->Belgium,215, 0, 0, 0, 0, 0, 0
Taiwan->UnitedArabEmirates,0, 100, 70, 45, 0, 0, 0
UnitedKingdom->Germany,100, 0, 114, 0, 0, 0, 0
Sweden->Latvia,0, 0, 201, 12, 0, 0, 0
BosniaandHerzegovina->Germany,212, 0, 0, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Belgium,79, 1, 0, 132, 0, 0, 0
Germany->France,133, 4, 48, 26, 0, 0, 0
Singapore->USA,100, 36, 32, 42, 0, 0, 0
Netherlands->CzechRepublic,9, 0, 100, 100, 0, 0, 0
Poland->Belgium,3, 0, 37, 168, 0, 0, 0
UnitedArabEmirates->Australia,0, 207, 0, 0, 0, 0, 0
Switzerland->Australia,130, 0, 36, 39, 0, 0, 0
Argentina->Chile,0, 0, 152, 52, 0, 0, 0
Germany->Jordan,0, 0, 202, 0, 0, 0, 0
Belgium->Netherlands,0, 133, 10, 58, 0, 0, 0
Netherlands->DemocraticRepublicoftheCongo,200, 0, 0, 0, 0, 0, 0
UnitedKingdom->Italy,23, 109, 52, 16, 0, 0, 0
Italy->India,91, 0, 109, 0, 0, 0, 0
Thailand->SouthKorea,100, 100, 0, 0, 0, 0, 0
Japan->Austria,0, 100, 100, 0, 0, 0, 0
Australia->Senegal,0, 100, 100, 0, 0, 0, 0
India->Australia,0, 200, 0, 0, 0, 0, 0
Germany->Israel,0, 100, 100, 0, 0, 0, 0
Netherlands->Austria,0, 0, 200, 0, 0, 0, 0
Netherlands->Portugal,0, 0, 200, 0, 0, 0, 0
Portugal->Greece,0, 0, 200, 0, 0, 0, 0
Spain->Austria,0, 0, 100, 100, 0, 0, 0
Russia->Spain,0, 0, 200, 0, 0, 0, 0
Senegal->Israel,0, 0, 200, 0, 0, 0, 0
Germany->India,0, 0, 200, 0, 0, 0, 0
Japan->Hungary,0, 0, 100, 100, 0, 0, 0
Denmark->Jordan,0, 0, 0, 200, 0, 0, 0
China->Oman,156, 43, 0, 0, 0, 0, 0
France->DemocraticRepublicoftheCongo,0, 100, 69, 29, 0, 0, 0
Spain->Colombia,0, 52, 0, 146, 0, 0, 0
Switzerland->CzechRepublic,110, 0, 87, 0, 0, 0, 0
Vietnam->Switzerland,0, 0, 196, 0, 0, 0, 0
Belgium->UnitedKingdom,1, 0, 102, 92, 0, 0, 0
Israel->Denmark,0, 0, 47, 146, 0, 0, 0
HongKong->Taiwan,66, 120, 0, 6, 0, 0, 0
Vietnam->Belgium,0, 0, 128, 63, 0, 0, 0
Germany->UnitedArabEmirates,0, 0, 190, 0, 0, 0, 0
USA->Norway,0, 0, 190, 0, 0, 0, 0
Spain->Italy,0, 0, 189, 0, 0, 0, 0
Malaysia->Singapore,15, 133, 39, 0, 0, 0, 0
Oman->Turkey,0, 186, 0, 0, 0, 0, 0
Switzerland->Taiwan,0, 7, 0, 177, 0, 0, 0
Portugal->Sweden,0, 0, 183, 1, 0, 0, 0
Denmark->NewZealand,23, 0, 8, 152, 0, 0, 0
Switzerland->France,169, 0, 0, 14, 0, 0, 0
Switzerland->Belgium,102, 0, 80, 0, 0, 0, 0
France->Austria,0, 0, 181, 0, 0, 0, 0
Netherlands->France,100, 3, 36, 41, 0, 0, 0
Belgium->Finland,0, 80, 0, 100, 0, 0, 0
Sweden->USA,0, 0, 139, 41, 0, 0, 0
Belgium->Germany,29, 150, 0, 0, 0, 0, 0
UnitedKingdom->Switzerland,9, 74, 83, 13, 0, 0, 0
Germany->Luxembourg,100, 0, 78, 0, 0, 0, 0
HongKong->SouthKorea,2, 176, 0, 0, 0, 0, 0
Senegal->Netherlands,106, 0, 70, 0, 0, 0, 0
Netherlands->Poland,0, 0, 176, 0, 0, 0, 0
Norway->Luxembourg,0, 0, 176, 0, 0, 0, 0
Germany->Denmark,100, 0, 0, 75, 0, 0, 0
Brazil->Argentina,0, 0, 175, 0, 0, 0, 0
Germany->BosniaandHerzegovina,74, 0, 100, 0, 0, 0, 0
Oman->Uganda,13, 95, 0, 66, 0, 0, 0
USA->Japan,106, 66, 1, 0, 0, 0, 0
France->Luxembourg,1, 0, 146, 26, 0, 0, 0
Senegal->France,6, 3, 164, 0, 0, 0, 0
Italy->CzechRepublic,46, 0, 127, 0, 0, 0, 0
Canada->USA,0, 88, 48, 37, 0, 0, 0
Russia->Switzerland,24, 0, 135, 13, 0, 0, 0
Netherlands->Russia,0, 0, 171, 0, 0, 0, 0
Spain->Hungary,0, 0, 171, 0, 0, 0, 0
Chile->UnitedKingdom,0, 61, 109, 0, 0, 0, 0
Turkey->UnitedKingdom,0, 0, 12, 158, 0, 0, 0
Hungary->Argentina,0, 0, 169, 0, 0, 0, 0
Japan->Belgium,0, 100, 68, 0, 0, 0, 0
Senegal->India,152, 0, 15, 0, 0, 0, 0
Italy->Netherlands,2, 0, 165, 0, 0, 0, 0
Germany->Canada,0, 0, 161, 5, 0, 0, 0
UnitedKingdom->Jordan,0, 67, 84, 14, 0, 0, 0
Switzerland->Sweden,0, 0, 164, 0, 0, 0, 0
NewZealand->Netherlands,18, 145, 0, 0, 0, 0, 0
Australia->China,30, 132, 0, 0, 0, 0, 0
Australia->Oman,0, 60, 0, 102, 0, 0, 0
USA->Mexico,0, 100, 62, 0, 0, 0, 0
HongKong->China,97, 64, 0, 0, 0, 0, 0
Thailand->Germany,136, 23, 1, 0, 0, 0, 0
Portugal->Colombia,0, 0, 132, 27, 0, 0, 0
Japan->China,58, 100, 0, 0, 0, 0, 0
USA->UnitedArabEmirates,76, 12, 59, 10, 0, 0, 0
China->Latvia,156, 0, 0, 0, 0, 0, 0
China->France,40, 116, 0, 0, 0, 0, 0
Spain->Mexico,29, 24, 1, 100, 0, 0, 0
Sweden->UnitedArabEmirates,0, 0, 153, 0, 0, 0, 0
Netherlands->Italy,1, 0, 151, 0, 0, 0, 0
Singapore->HongKong,7, 145, 0, 0, 0, 0, 0
Switzerland->Japan,0, 0, 152, 0, 0, 0, 0
Germany->Japan,0, 0, 152, 0, 0, 0, 0
China->Thailand,39, 111, 0, 0, 0, 0, 0
Vietnam->France,0, 0, 101, 49, 0, 0, 0
Spain->Iceland,0, 0, 150, 0, 0, 0, 0
Jordan->Portugal,0, 0, 150, 0, 0, 0, 0
China->Japan,17, 130, 2, 0, 0, 0, 0
Belgium->Morocco,0, 11, 138, 0, 0, 0, 0
Russia->Austria,0, 0, 149, 0, 0, 0, 0
Germany->CzechRepublic,110, 0, 38, 0, 0, 0, 0
UnitedKingdom->Norway,0, 48, 100, 0, 0, 0, 0
USA->Israel,0, 0, 148, 0, 0, 0, 0
Luxembourg->Belgium,25, 0, 0, 122, 0, 0, 0
Singapore->Australia,130, 14, 3, 0, 0, 0, 0
France->USA,0, 7, 112, 28, 0, 0, 0
Denmark->Israel,0, 0, 28, 118, 0, 0, 0
Belgium->Denmark,0, 0, 100, 46, 0, 0, 0
Sweden->Taiwan,0, 0, 145, 0, 0, 0, 0
Uganda->UnitedKingdom,44, 0, 0, 100, 0, 0, 0
Belgium->DemocraticRepublicoftheCongo,4, 0, 1, 139, 0, 0, 0
Vietnam->USA,0, 100, 0, 44, 0, 0, 0
India->Turkey,0, 4, 71, 69, 0, 0, 0
Taiwan->Latvia,0, 0, 144, 0, 0, 0, 0
Switzerland->Mexico,0, 0, 144, 0, 0, 0, 0
UnitedKingdom->USA,0, 90, 46, 7, 0, 0, 0
Luxembourg->India,113, 0, 19, 10, 0, 0, 0
Switzerland->Germany,102, 0, 40, 0, 0, 0, 0
Germany->Argentina,0, 0, 142, 0, 0, 0, 0
Germany->Switzerland,0, 0, 142, 0, 0, 0, 0
SaudiArabia->Turkey,0, 17, 30, 94, 0, 0, 0
Russia->Argentina,0, 0, 1, 140, 0, 0, 0
Netherlands->BosniaandHerzegovina,106, 0, 0, 34, 0, 0, 0
UnitedKingdom->Australia,4, 100, 36, 0, 0, 0, 0
Thailand->China,139, 1, 0, 0, 0, 0, 0
USA->Finland,0, 0, 82, 58, 0, 0, 0
Netherlands->Senegal,139, 0, 0, 0, 0, 0, 0
Australia->Japan,0, 100, 39, 0, 0, 0, 0
Germany->Hungary,35, 0, 41, 62, 0, 0, 0
Spain->UnitedKingdom,0, 0, 38, 100, 0, 0, 0
Thailand->Taiwan,100, 37, 0, 0, 0, 0, 0
Poland->UnitedKingdom,0, 0, 81, 56, 0, 0, 0
Chile->Poland,0, 0, 136, 0, 0, 0, 0
NewZealand->Italy,0, 114, 0, 21, 0, 0, 0
Japan->Australia,0, 100, 35, 0, 0, 0, 0
Taiwan->Germany,0, 0, 135, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Luxembourg,73, 0, 61, 0, 0, 0, 0
Thailand->UnitedKingdom,100, 0, 34, 0, 0, 0, 0
Australia->Thailand,100, 34, 0, 0, 0, 0, 0
NewZealand->Thailand,0, 34, 100, 0, 0, 0, 0
Switzerland->India,99, 34, 0, 0, 0, 0, 0
Poland->Chile,0, 0, 33, 100, 0, 0, 0
Italy->Switzerland,52, 65, 14, 0, 0, 0, 0
France->Australia,1, 114, 16, 0, 0, 0, 0
France->Nigeria,0, 0, 131, 0, 0, 0, 0
NewZealand->Canada,74, 19, 0, 37, 0, 0, 0
India->Italy,117, 0, 12, 0, 0, 0, 0
Turkey->SaudiArabia,0, 24, 46, 59, 0, 0, 0
Norway->France,0, 0, 129, 0, 0, 0, 0
Oman->China,128, 0, 0, 0, 0, 0, 0
Iceland->Spain,0, 0, 128, 0, 0, 0, 0
Russia->Netherlands,0, 0, 127, 0, 0, 0, 0
SaudiArabia->Bangladesh,0, 0, 127, 0, 0, 0, 0
Belgium->Italy,84, 0, 42, 0, 0, 0, 0
Denmark->Belgium,0, 0, 0, 126, 0, 0, 0
China->Germany,80, 19, 26, 0, 0, 0, 0
Singapore->Japan,0, 122, 3, 0, 0, 0, 0
SouthKorea->USA,0, 125, 0, 0, 0, 0, 0
Spain->Portugal,0, 0, 50, 75, 0, 0, 0
Switzerland->Iceland,0, 0, 100, 25, 0, 0, 0
USA->Oman,0, 124, 0, 0, 0, 0, 0
Latvia->Russia,0, 0, 124, 0, 0, 0, 0
Portugal->India,0, 0, 124, 0, 0, 0, 0
Poland->Norway,0, 0, 124, 0, 0, 0, 0
Hungary->Spain,0, 0, 114, 10, 0, 0, 0
Argentina->Belgium,0, 0, 43, 81, 0, 0, 0
Switzerland->Portugal,4, 0, 111, 8, 0, 0, 0
Israel->Hungary,0, 41, 0, 82, 0, 0, 0
Mexico->Uruguay,0, 45, 78, 0, 0, 0, 0
Germany->Morocco,0, 0, 123, 0, 0, 0, 0
Japan->HongKong,0, 122, 0, 0, 0, 0, 0
Greece->USA,0, 86, 18, 18, 0, 0, 0
Russia->SouthAfrica,0, 0, 52, 70, 0, 0, 0
Oman->UnitedArabEmirates,20, 100, 0, 0, 0, 0, 0
Luxembourg->Australia,32, 0, 88, 0, 0, 0, 0
Singapore->Turkey,0, 112, 8, 0, 0, 0, 0
Thailand->HongKong,28, 91, 0, 0, 0, 0, 0
Singapore->Spain,19, 100, 0, 0, 0, 0, 0
Germany->Russia,0, 0, 119, 0, 0, 0, 0
Finland->Chile,0, 0, 119, 0, 0, 0, 0
Germany->Taiwan,100, 0, 18, 0, 0, 0, 0
UnitedKingdom->India,4, 5, 106, 3, 0, 0, 0
Italy->UnitedKingdom,29, 0, 80, 9, 0, 0, 0
USA->UnitedKingdom,0, 95, 0, 23, 0, 0, 0
Thailand->Singapore,100, 0, 17, 0, 0, 0, 0
Poland->Austria,0, 0, 17, 100, 0, 0, 0
Sweden->France,21, 0, 93, 2, 0, 0, 0
UnitedKingdom->Brazil,0, 16, 100, 0, 0, 0, 0
Belgium->Chile,0, 16, 0, 100, 0, 0, 0
India->France,102, 0, 12, 1, 0, 0, 0
Italy->Poland,86, 0, 17, 12, 0, 0, 0
Germany->Sweden,0, 0, 115, 0, 0, 0, 0
Luxembourg->Sweden,0, 0, 115, 0, 0, 0, 0
Italy->Greece,0, 100, 14, 0, 0, 0, 0
Singapore->France,0, 113, 0, 0, 0, 0, 0
Thailand->Australia,0, 113, 0, 0, 0, 0, 0
Switzerland->Austria,0, 0, 113, 0, 0, 0, 0
Denmark->Austria,0, 0, 35, 78, 0, 0, 0
USA->HongKong,22, 90, 0, 0, 0, 0, 0
France->Italy,12, 100, 0, 0, 0, 0, 0
India->Switzerland,74, 32, 0, 6, 0, 0, 0
Latvia->Sweden,0, 0, 112, 0, 0, 0, 0
Thailand->Japan,0, 100, 11, 0, 0, 0, 0
Norway->Netherlands,0, 0, 111, 0, 0, 0, 0
USA->Poland,76, 6, 28, 0, 0, 0, 0
Singapore->Norway,0, 4, 106, 0, 0, 0, 0
Russia->Japan,0, 0, 110, 0, 0, 0, 0
Taiwan->China,68, 41, 0, 0, 0, 0, 0
Uruguay->Spain,8, 101, 0, 0, 0, 0, 0
Bangladesh->Belgium,0, 9, 100, 0, 0, 0, 0
Luxembourg->Russia,8, 0, 100, 0, 0, 0, 0
Turkey->Vietnam,0, 0, 108, 0, 0, 0, 0
India->Germany,107, 0, 0, 0, 0, 0, 0
Australia->HongKong,58, 49, 0, 0, 0, 0, 0
France->Brazil,0, 11, 96, 0, 0, 0, 0
Colombia->Chile,0, 107, 0, 0, 0, 0, 0
