edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->USA,600, 200, 0, 0, 0, 0, 0
China->HongKong,300, 300, 0, 0, 0, 0, 0
China->Taiwan,400, 200, 0, 0, 0, 0, 0
China->Singapore,0, 600, 0, 0, 0, 0, 0
Germany->UnitedKingdom,0, 0, 500, 100, 0, 0, 0
Switzerland->Italy,300, 0, 206, 0, 0, 0, 0
China->UnitedArabEmirates,300, 200, 0, 0, 0, 0, 0
China->Austria,300, 100, 100, 0, 0, 0, 0
China->Australia,100, 400, 0, 0, 0, 0, 0
USA->France,0, 100, 300, 100, 0, 0, 0
USA->Australia,0, 0, 300, 200, 0, 0, 0
USA->Denmark,0, 0, 400, 100, 0, 0, 0
Brazil->Chile,0, 0, 200, 300, 0, 0, 0
Singapore->India,0, 0, 0, 500, 0, 0, 0
Switzerland->Russia,100, 0, 306, 0, 0, 0, 0
Switzerland->Netherlands,100, 0, 300, 4, 0, 0, 0
China->Germany,200, 100, 100, 0, 0, 0, 0
China->Japan,200, 200, 0, 0, 0, 0, 0
China->Oman,300, 100, 0, 0, 0, 0, 0
China->SouthKorea,100, 300, 0, 0, 0, 0, 0
Luxembourg->Italy,100, 0, 300, 0, 0, 0, 0
Italy->Switzerland,300, 100, 0, 0, 0, 0, 0
Italy->Netherlands,200, 0, 200, 0, 0, 0, 0
Italy->India,300, 0, 100, 0, 0, 0, 0
Germany->Italy,100, 0, 300, 0, 0, 0, 0
Netherlands->Belgium,100, 0, 0, 300, 0, 0, 0
UnitedKingdom->NewZealand,100, 100, 100, 100, 0, 0, 0
Singapore->China,400, 0, 0, 0, 0, 0, 0
USA->Singapore,0, 100, 200, 100, 0, 0, 0
USA->Taiwan,0, 100, 300, 0, 0, 0, 0
India->Malaysia,0, 100, 100, 200, 0, 0, 0
Russia->Taiwan,0, 0, 300, 100, 0, 0, 0
USA->Norway,0, 0, 400, 0, 0, 0, 0
USA->Canada,0, 0, 200, 200, 0, 0, 0
USA->NewZealand,0, 0, 300, 100, 0, 0, 0
France->Canada,0, 0, 300, 100, 0, 0, 0
