edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Singapore->India,7, 253, 173, 300, 0, 0, 0
USA->Canada,0, 188, 384, 81, 0, 0, 0
Singapore->Malaysia,24, 30, 266, 200, 0, 0, 0
Germany->Netherlands,241, 172, 88, 9, 0, 0, 0
China->USA,172, 299, 0, 29, 0, 0, 0
Belgium->Hungary,0, 0, 286, 202, 0, 0, 0
China->Singapore,336, 138, 0, 0, 0, 0, 0
Bangladesh->Russia,193, 0, 264, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Luxembourg,77, 198, 0, 143, 0, 0, 0
Italy->Spain,137, 2, 273, 0, 0, 0, 0
Switzerland->UnitedKingdom,105, 0, 213, 90, 0, 0, 0
Greece->UnitedKingdom,0, 332, 76, 0, 0, 0, 0
Switzerland->Italy,268, 0, 137, 0, 0, 0, 0
Bangladesh->Sweden,308, 0, 28, 36, 0, 0, 0
USA->Taiwan,32, 14, 304, 12, 0, 0, 0
Switzerland->Turkey,260, 0, 100, 0, 0, 0, 0
USA->France,0, 37, 322, 0, 0, 0, 0
USA->Australia,4, 113, 229, 8, 0, 0, 0
India->Malaysia,0, 69, 34, 248, 0, 0, 0
SaudiArabia->Oman,30, 100, 200, 0, 0, 0, 0
Sweden->Latvia,228, 0, 0, 100, 0, 0, 0
Poland->UnitedKingdom,61, 0, 128, 117, 0, 0, 0
China->Australia,201, 105, 0, 0, 0, 0, 0
China->Taiwan,145, 112, 38, 9, 0, 0, 0
Israel->Australia,0, 200, 100, 3, 0, 0, 0
Netherlands->Brazil,0, 0, 300, 0, 0, 0, 0
Bangladesh->Latvia,264, 0, 0, 27, 0, 0, 0
Germany->Belgium,290, 0, 0, 0, 0, 0, 0
HongKong->China,85, 196, 0, 0, 0, 0, 0
Sweden->Denmark,100, 25, 53, 100, 0, 0, 0
UnitedKingdom->Switzerland,138, 0, 110, 29, 0, 0, 0
Switzerland->Romania,85, 0, 19, 166, 0, 0, 0
China->SouthKorea,17, 250, 0, 0, 0, 0, 0
SaudiArabia->Turkey,0, 112, 0, 154, 0, 0, 0
Bangladesh->Netherlands,100, 0, 65, 100, 0, 0, 0
Sweden->Poland,235, 0, 27, 0, 0, 0, 0
India->Australia,0, 211, 0, 48, 0, 0, 0
Netherlands->Germany,146, 0, 111, 1, 0, 0, 0
Switzerland->Germany,181, 6, 34, 36, 0, 0, 0
Germany->France,129, 25, 100, 0, 0, 0, 0
Poland->Belgium,0, 0, 230, 22, 0, 0, 0
DemocraticRepublicoftheCongo->Belgium,0, 104, 4, 143, 0, 0, 0
DemocraticRepublicoftheCongo->Spain,84, 0, 121, 45, 0, 0, 0
Brazil->Chile,0, 0, 150, 100, 0, 0, 0
UnitedArabEmirates->Australia,0, 246, 3, 0, 0, 0, 0
Germany->Vietnam,10, 136, 100, 0, 0, 0, 0
Belgium->UnitedKingdom,172, 0, 48, 25, 0, 0, 0
Bangladesh->UnitedArabEmirates,241, 0, 0, 0, 0, 0, 0
HongKong->Australia,108, 100, 32, 0, 0, 0, 0
Sweden->Russia,142, 0, 96, 0, 0, 0, 0
Sweden->UnitedArabEmirates,12, 14, 212, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Germany,46, 91, 0, 100, 0, 0, 0
BosniaandHerzegovina->Germany,237, 0, 0, 0, 0, 0, 0
Germany->Senegal,23, 114, 100, 0, 0, 0, 0
DemocraticRepublicoftheCongo->France,9, 56, 12, 159, 0, 0, 0
DemocraticRepublicoftheCongo->India,109, 111, 14, 0, 0, 0, 0
Italy->Switzerland,135, 0, 88, 11, 0, 0, 0
Sweden->France,10, 59, 118, 47, 0, 0, 0
Germany->NewZealand,233, 0, 0, 0, 0, 0, 0
Japan->Australia,0, 31, 106, 96, 0, 0, 0
USA->Senegal,0, 0, 232, 0, 0, 0, 0
Spain->Italy,19, 72, 139, 0, 0, 0, 0
France->USA,0, 13, 216, 0, 0, 0, 0
Sweden->Italy,200, 0, 28, 0, 0, 0, 0
China->Mexico,200, 0, 0, 28, 0, 0, 0
Netherlands->Austria,0, 0, 200, 28, 0, 0, 0
Portugal->Switzerland,3, 0, 134, 90, 0, 0, 0
China->UnitedArabEmirates,164, 51, 2, 9, 0, 0, 0
Bangladesh->UnitedKingdom,100, 0, 125, 0, 0, 0, 0
Singapore->Thailand,61, 64, 0, 100, 0, 0, 0
India->Taiwan,0, 199, 26, 0, 0, 0, 0
Luxembourg->France,0, 5, 218, 0, 0, 0, 0
China->Spain,200, 0, 21, 0, 0, 0, 0
Germany->Argentina,46, 100, 28, 45, 0, 0, 0
USA->Luxembourg,0, 5, 206, 7, 0, 0, 0
USA->Colombia,0, 0, 196, 19, 0, 0, 0
Israel->Denmark,0, 114, 100, 0, 0, 0, 0
Switzerland->Iceland,123, 0, 28, 62, 0, 0, 0
Luxembourg->Switzerland,15, 24, 74, 100, 0, 0, 0
Israel->France,0, 126, 77, 10, 0, 0, 0
Russia->Sweden,185, 0, 26, 0, 0, 0, 0
Belgium->Netherlands,100, 0, 11, 100, 0, 0, 0
Sweden->Bangladesh,211, 0, 0, 0, 0, 0, 0
Vietnam->CzechRepublic,8, 0, 200, 0, 0, 0, 0
Netherlands->CzechRepublic,5, 0, 100, 100, 0, 0, 0
USA->Switzerland,5, 100, 100, 0, 0, 0, 0
UnitedKingdom->Portugal,7, 0, 151, 47, 0, 0, 0
Sweden->Oman,140, 0, 64, 0, 0, 0, 0
Israel->Colombia,0, 200, 4, 0, 0, 0, 0
Netherlands->Argentina,155, 0, 0, 48, 0, 0, 0
Greece->Portugal,0, 0, 203, 0, 0, 0, 0
Belgium->Italy,21, 0, 135, 46, 0, 0, 0
Netherlands->Belgium,10, 0, 91, 100, 0, 0, 0
Switzerland->Russia,92, 0, 109, 0, 0, 0, 0
Israel->Canada,0, 0, 58, 143, 0, 0, 0
Argentina->India,200, 0, 0, 0, 0, 0, 0
Oman->Chile,0, 0, 0, 100, 100, 0, 0
USA->Mexico,0, 0, 163, 34, 0, 0, 0
Sweden->Israel,0, 161, 0, 33, 0, 0, 0
UnitedKingdom->NewZealand,26, 67, 59, 41, 0, 0, 0
Poland->France,92, 0, 0, 100, 0, 0, 0
USA->NewZealand,0, 72, 60, 59, 0, 0, 0
Turkey->SaudiArabia,0, 44, 1, 146, 0, 0, 0
Singapore->China,189, 0, 0, 0, 0, 0, 0
Jordan->UnitedKingdom,0, 34, 155, 0, 0, 0, 0
Russia->Austria,34, 0, 148, 5, 0, 0, 0
India->SaudiArabia,0, 186, 0, 0, 0, 0, 0
Norway->France,0, 0, 186, 0, 0, 0, 0
Sweden->SouthAfrica,185, 0, 0, 0, 0, 0, 0
Belgium->Spain,100, 0, 65, 20, 0, 0, 0
Australia->SaudiArabia,0, 185, 0, 0, 0, 0, 0
SouthKorea->China,31, 152, 0, 0, 0, 0, 0
Belgium->DemocraticRepublicoftheCongo,0, 0, 81, 102, 0, 0, 0
Switzerland->Spain,66, 100, 16, 0, 0, 0, 0
Italy->Netherlands,5, 0, 174, 3, 0, 0, 0
USA->Turkey,0, 30, 83, 69, 0, 0, 0
Poland->Greece,0, 0, 182, 0, 0, 0, 0
Italy->France,99, 0, 71, 11, 0, 0, 0
Germany->Austria,34, 9, 117, 21, 0, 0, 0
Russia->BosniaandHerzegovina,79, 0, 100, 0, 0, 0, 0
Italy->Senegal,7, 0, 172, 0, 0, 0, 0
Switzerland->France,8, 0, 117, 54, 0, 0, 0
Bangladesh->Germany,152, 0, 0, 27, 0, 0, 0
Russia->Vietnam,74, 0, 105, 0, 0, 0, 0
Italy->CzechRepublic,34, 0, 140, 4, 0, 0, 0
USA->Austria,0, 40, 102, 36, 0, 0, 0
Italy->Japan,0, 0, 95, 82, 0, 0, 0
Switzerland->Vietnam,118, 0, 48, 10, 0, 0, 0
Belgium->Israel,100, 0, 0, 74, 0, 0, 0
Japan->Israel,0, 100, 74, 0, 0, 0, 0
SaudiArabia->India,0, 133, 41, 0, 0, 0, 0
Switzerland->Austria,41, 0, 97, 35, 0, 0, 0
Jordan->Poland,0, 0, 171, 0, 0, 0, 0
Poland->Switzerland,44, 0, 119, 7, 0, 0, 0
USA->Singapore,14, 131, 25, 0, 0, 0, 0
SaudiArabia->Jordan,0, 170, 0, 0, 0, 0, 0
Switzerland->Senegal,169, 0, 0, 0, 0, 0, 0
Russia->CzechRepublic,69, 0, 100, 0, 0, 0, 0
Bangladesh->CzechRepublic,11, 0, 134, 24, 0, 0, 0
China->Vietnam,169, 0, 0, 0, 0, 0, 0
Denmark->Germany,4, 65, 100, 0, 0, 0, 0
UnitedArabEmirates->Sweden,0, 18, 150, 0, 0, 0, 0
Finland->Sweden,0, 68, 0, 100, 0, 0, 0
