edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
USA->Canada,0, 200, 600, 100, 0, 0, 0
Singapore->India,0, 300, 200, 300, 0, 0, 0
Germany->Netherlands,500, 100, 100, 0, 0, 0, 0
China->USA,200, 400, 0, 100, 0, 0, 0
USA->France,0, 100, 500, 0, 0, 0, 0
Belgium->Hungary,0, 0, 300, 300, 0, 0, 0
Singapore->Malaysia,0, 67, 300, 200, 0, 0, 0
USA->Australia,30, 100, 300, 100, 0, 0, 0
Poland->UnitedKingdom,100, 0, 200, 200, 0, 0, 0
Bangladesh->Sweden,300, 0, 100, 100, 0, 0, 0
China->Singapore,300, 200, 0, 0, 0, 0, 0
Italy->Spain,0, 0, 500, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Germany,98, 298, 0, 100, 0, 0, 0
Spain->DemocraticRepublicoftheCongo,102, 100, 100, 100, 0, 0, 0
Sweden->Denmark,100, 100, 100, 100, 0, 0, 0
Germany->France,200, 100, 100, 0, 0, 0, 0
Spain->Italy,200, 0, 200, 0, 0, 0, 0
Spain->Chile,200, 0, 100, 100, 0, 0, 0
Bangladesh->Latvia,300, 0, 0, 100, 0, 0, 0
Bangladesh->Russia,100, 0, 300, 0, 0, 0, 0
China->Taiwan,200, 100, 0, 100, 0, 0, 0
Switzerland->UnitedKingdom,100, 0, 200, 100, 0, 0, 0
China->Australia,200, 200, 0, 0, 0, 0, 0
China->UnitedArabEmirates,100, 200, 0, 100, 0, 0, 0
Germany->Vietnam,100, 200, 100, 0, 0, 0, 0
India->Malaysia,0, 100, 0, 300, 0, 0, 0
Greece->UnitedKingdom,0, 300, 100, 0, 0, 0, 0
USA->NewZealand,0, 50, 100, 250, 0, 0, 0
USA->Colombia,0, 0, 300, 100, 0, 0, 0
Israel->Canada,0, 0, 100, 300, 0, 0, 0
Israel->Argentina,0, 0, 0, 400, 0, 0, 0
DemocraticRepublicoftheCongo->Luxembourg,98, 198, 0, 100, 0, 0, 0
Singapore->China,367, 0, 0, 0, 0, 0, 0
USA->Singapore,67, 200, 0, 100, 0, 0, 0
Germany->Belgium,300, 0, 0, 0, 0, 0, 0
Germany->NewZealand,300, 0, 0, 0, 0, 0, 0
Switzerland->Spain,200, 100, 0, 0, 0, 0, 0
Switzerland->Italy,200, 0, 100, 0, 0, 0, 0
Spain->France,200, 100, 0, 0, 0, 0, 0
Belgium->UnitedKingdom,200, 0, 0, 100, 0, 0, 0
Italy->Switzerland,100, 0, 100, 100, 0, 0, 0
Italy->Poland,100, 0, 100, 100, 0, 0, 0
Germany->Argentina,200, 100, 0, 0, 0, 0, 0
Belgium->Spain,100, 0, 100, 100, 0, 0, 0
Belgium->Netherlands,100, 0, 0, 200, 0, 0, 0
Sweden->Poland,300, 0, 0, 0, 0, 0, 0
Sweden->Russia,200, 0, 100, 0, 0, 0, 0
Sweden->Bangladesh,300, 0, 0, 0, 0, 0, 0
Sweden->Latvia,200, 0, 0, 100, 0, 0, 0
Bangladesh->Netherlands,100, 0, 100, 100, 0, 0, 0
Poland->Switzerland,100, 0, 100, 100, 0, 0, 0
Switzerland->Turkey,200, 0, 100, 0, 0, 0, 0
Switzerland->Romania,100, 0, 0, 200, 0, 0, 0
HongKong->China,100, 200, 0, 0, 0, 0, 0
Germany->Austria,100, 100, 100, 0, 0, 0, 0
China->Mexico,200, 0, 0, 100, 0, 0, 0
USA->Turkey,0, 100, 100, 100, 0, 0, 0
SaudiArabia->Turkey,0, 100, 0, 200, 0, 0, 0
SaudiArabia->Oman,0, 100, 200, 0, 0, 0, 0
India->Australia,0, 200, 0, 100, 0, 0, 0
Morocco->Italy,0, 100, 200, 0, 0, 0, 0
USA->Norway,0, 100, 100, 100, 0, 0, 0
USA->Morocco,0, 200, 100, 0, 0, 0, 0
Sweden->Israel,0, 200, 0, 100, 0, 0, 0
Sweden->France,0, 100, 100, 100, 0, 0, 0
Israel->Colombia,0, 200, 100, 0, 0, 0, 0
Israel->Australia,0, 200, 100, 0, 0, 0, 0
Israel->Denmark,0, 200, 100, 0, 0, 0, 0
Russia->Austria,0, 0, 300, 0, 0, 0, 0
Poland->Greece,0, 0, 300, 0, 0, 0, 0
Poland->Portugal,0, 0, 300, 0, 0, 0, 0
Poland->Australia,0, 0, 200, 100, 0, 0, 0
Greece->Portugal,0, 0, 300, 0, 0, 0, 0
Netherlands->Brazil,0, 0, 300, 0, 0, 0, 0
USA->Taiwan,0, 0, 300, 0, 0, 0, 0
Poland->Belgium,0, 0, 300, 0, 0, 0, 0
Italy->Latvia,0, 0, 300, 0, 0, 0, 0
Italy->BosniaandHerzegovina,0, 0, 300, 0, 0, 0, 0
Italy->Japan,0, 0, 100, 200, 0, 0, 0
Morocco->Chile,0, 0, 200, 100, 0, 0, 0
France->USA,0, 0, 300, 0, 0, 0, 0
USA->Luxembourg,0, 0, 200, 100, 0, 0, 0
USA->Senegal,0, 0, 300, 0, 0, 0, 0
Bangladesh->CzechRepublic,0, 0, 200, 100, 0, 0, 0
Portugal->Switzerland,0, 0, 200, 100, 0, 0, 0
Brazil->Chile,0, 0, 200, 100, 0, 0, 0
DemocraticRepublicoftheCongo->Belgium,0, 100, 0, 198, 0, 0, 0
DemocraticRepublicoftheCongo->India,98, 100, 98, 0, 0, 0, 0
DemocraticRepublicoftheCongo->Switzerland,98, 98, 0, 100, 0, 0, 0
Singapore->Thailand,67, 67, 0, 100, 0, 0, 0
Australia->SaudiArabia,0, 230, 0, 0, 0, 0, 0
Spain->Switzerland,102, 0, 0, 100, 0, 0, 0
Spain->Sweden,100, 0, 2, 100, 0, 0, 0
Spain->India,0, 100, 102, 0, 0, 0, 0
Luxembourg->Switzerland,0, 2, 100, 100, 0, 0, 0
Luxembourg->France,0, 0, 200, 2, 0, 0, 0
Switzerland->Poland,100, 0, 0, 100, 0, 0, 0
Switzerland->Senegal,200, 0, 0, 0, 0, 0, 0
Poland->Luxembourg,100, 0, 100, 0, 0, 0, 0
Poland->SouthAfrica,100, 0, 0, 100, 0, 0, 0
Poland->India,100, 0, 100, 0, 0, 0, 0
Russia->Oman,100, 0, 100, 0, 0, 0, 0
Russia->Sweden,100, 0, 100, 0, 0, 0, 0
Sweden->Italy,200, 0, 0, 0, 0, 0, 0
Sweden->SouthAfrica,200, 0, 0, 0, 0, 0, 0
Sweden->BosniaandHerzegovina,100, 0, 100, 0, 0, 0, 0
Sweden->Germany,200, 0, 0, 0, 0, 0, 0
BosniaandHerzegovina->Germany,200, 0, 0, 0, 0, 0, 0
BosniaandHerzegovina->Switzerland,100, 0, 100, 0, 0, 0, 0
Switzerland->Germany,100, 0, 0, 100, 0, 0, 0
Spain->Oman,200, 0, 0, 0, 0, 0, 0
Spain->Austria,100, 0, 100, 0, 0, 0, 0
Norway->Germany,200, 0, 0, 0, 0, 0, 0
Norway->Russia,200, 0, 0, 0, 0, 0, 0
Belgium->Israel,100, 0, 0, 100, 0, 0, 0
Belgium->India,100, 0, 0, 100, 0, 0, 0
Belgium->Italy,100, 0, 100, 0, 0, 0, 0
Belgium->Finland,100, 0, 100, 0, 0, 0, 0
Italy->Luxembourg,100, 0, 100, 0, 0, 0, 0
Germany->Spain,100, 0, 100, 0, 0, 0, 0
Germany->Senegal,100, 0, 100, 0, 0, 0, 0
Argentina->India,200, 0, 0, 0, 0, 0, 0
Belgium->Germany,100, 0, 0, 100, 0, 0, 0
Poland->France,100, 0, 0, 100, 0, 0, 0
UnitedKingdom->Russia,200, 0, 0, 0, 0, 0, 0
UnitedKingdom->Australia,100, 0, 0, 100, 0, 0, 0
UnitedKingdom->Bangladesh,100, 0, 100, 0, 0, 0, 0
Bangladesh->UnitedArabEmirates,200, 0, 0, 0, 0, 0, 0
Bangladesh->Germany,100, 0, 0, 100, 0, 0, 0
Bangladesh->Poland,100, 0, 100, 0, 0, 0, 0
Sweden->SaudiArabia,200, 0, 0, 0, 0, 0, 0
Sweden->Oman,100, 0, 100, 0, 0, 0, 0
Bangladesh->UnitedKingdom,100, 0, 100, 0, 0, 0, 0
Bangladesh->Turkey,100, 0, 0, 100, 0, 0, 0
Vietnam->Argentina,100, 0, 100, 0, 0, 0, 0
Russia->Japan,100, 0, 100, 0, 0, 0, 0
Switzerland->Vietnam,100, 0, 100, 0, 0, 0, 0
Switzerland->Iceland,100, 0, 0, 100, 0, 0, 0
China->Spain,200, 0, 0, 0, 0, 0, 0
China->Chile,200, 0, 0, 0, 0, 0, 0
China->Vietnam,200, 0, 0, 0, 0, 0, 0
USA->Spain,100, 100, 0, 0, 0, 0, 0
HongKong->Australia,100, 100, 0, 0, 0, 0, 0
Germany->HongKong,200, 0, 0, 0, 0, 0, 0
