dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR003_sl250_mr05_nv10_3,0.9,0.409,0.563,0.81,0.773,0.791,0.8,0.727,0.762,0.818,0.818,0.818
SEIR015_sl1000_mr025_nv10_10,0.833,0.455,0.588,0.8,0.364,0.5,0.8,0.364,0.5,0.909,0.909,0.909
SIR003_sl250_mr05_nv10_12,1,0.385,0.556,0.692,0.692,0.692,0.692,0.692,0.692,0.6,0.692,0.643
SIR01_sl250_mr15_nv10_8,0.8,0.444,0.571,0.714,0.556,0.625,0.833,0.556,0.667,0.75,0.667,0.706
SIR003_sl1000_mr025_nv10_1,0.769,0.714,0.741,0.75,0.643,0.692,0.818,0.643,0.72,0.714,0.714,0.714
SEIR015_sl1000_mr05_nv10_3,1,0.696,0.821,0.889,0.857,0.873,0.857,0.857,0.857,0.857,0.857,0.857
SEIR01_sl500_mr025_nv10_1,0.667,0.2,0.308,0.7,0.7,0.7,0.625,0.5,0.556,0.556,0.5,0.526
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,1,0.778,0.875
SEIR015_sl500_mr025_nv10_14,1,0.556,0.714,0.889,0.889,0.889,0.889,0.889,0.889,0.8,0.889,0.842
SEIR01_sl1000_mr05_nv10_19,0.667,0.286,0.4,0.833,0.714,0.769,0.833,0.714,0.769,0.833,0.714,0.769
SIR003_sl1000_mr1_nv10_3,0.833,0.652,0.732,0.833,0.87,0.851,0.826,0.826,0.826,0.826,0.826,0.826
SEIR015_sl250_mr025_nv10_15,0.812,0.265,0.4,0.7,0.571,0.629,0.61,0.51,0.556,0.644,0.592,0.617
SEIR01_sl500_mr025_nv10_20,0.759,0.688,0.721,0.786,0.688,0.733,0.793,0.719,0.754,0.719,0.719,0.719
SIR01_sl1000_mr15_nv10_17,0.933,0.7,0.8,0.933,0.7,0.8,0.933,0.7,0.8,0.933,0.7,0.8
SEIR015_sl250_mr025_nv10_17,0,0,0,0,0,0,0,0,0,0,0,0
SEIR01_sl1000_mr025_nv10_8,0.818,0.667,0.735,0.88,0.815,0.846,0.88,0.815,0.846,0.815,0.815,0.815
SEIR015_sl1000_mr0125_nv10_1,1,0.89,0.942,0.981,0.699,0.816,0.942,0.671,0.784,0.973,0.986,0.98
SEIR01_sl500_mr025_nv10_16,0.9,0.6,0.72,0.786,0.733,0.759,0.733,0.733,0.733,0.688,0.733,0.71
SEIR015_sl1000_mr025_nv10_16,1,0.571,0.727,0.929,0.929,0.929,0.929,0.929,0.929,0.933,1,0.966
SIR003_sl250_mr05_nv10_20,0.737,0.341,0.467,0.697,0.561,0.622,0.69,0.488,0.571,0.656,0.512,0.575
SEIR015_sl1000_mr025_nv10_11,0.977,0.75,0.848,0.913,0.75,0.824,0.932,0.732,0.82,0.947,0.964,0.956
SIR003_sl1000_mr05_nv10_18,0.923,0.522,0.667,0.85,0.739,0.791,0.85,0.739,0.791,0.739,0.739,0.739
SEIR015_sl1000_mr05_nv10_4,1,0.594,0.745,0.8,0.75,0.774,0.8,0.75,0.774,0.8,0.875,0.836
SIR01_sl1000_mr3_nv10_20,0.727,0.667,0.696,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667
SIR003_sl1000_mr025_nv10_20,0.75,0.667,0.706,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SEIR01_sl1000_mr025_nv10_1,0.958,0.821,0.885,0.96,0.857,0.906,0.923,0.857,0.889,0.929,0.929,0.929
SEIR01_sl1000_mr0125_nv10_7,1,0.897,0.946,0.973,0.923,0.947,0.973,0.923,0.947,0.949,0.949,0.949
SIR01_sl1000_mr075_nv10_3,0.625,0.455,0.526,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545
SIR003_sl1000_mr1_nv10_16,0.818,0.45,0.581,0.769,0.5,0.606,0.769,0.5,0.606,0.7,0.7,0.7
SEIR01_sl1000_mr025_nv10_20,0.933,0.824,0.875,0.824,0.824,0.824,0.824,0.824,0.824,0.833,0.882,0.857
SIR003_sl1000_mr025_nv10_4,0.84,0.677,0.75,0.885,0.742,0.807,0.885,0.742,0.807,0.781,0.806,0.794
SIR003_sl500_mr05_nv10_5,1,0.7,0.824,0.875,0.7,0.778,0.875,0.7,0.778,1,0.8,0.889
SEIR01_sl1000_mr05_nv10_6,0.912,0.775,0.838,0.882,0.75,0.811,0.879,0.725,0.795,0.892,0.825,0.857
SEIR01_sl250_mr025_nv10_19,1,0.667,0.8,0.917,0.917,0.917,0.9,0.75,0.818,1,0.917,0.957
SEIR015_sl500_mr025_nv10_19,1,0.4,0.571,0.909,1,0.952,0.909,1,0.952,0.909,1,0.952
SIR01_sl1000_mr075_nv10_14,1,0.571,0.727,0.8,0.571,0.667,0.8,0.571,0.667,0.714,0.714,0.714
SIR01_sl500_mr15_nv10_3,1,0.632,0.774,0.833,0.789,0.811,0.882,0.789,0.833,0.75,0.789,0.769
SEIR01_sl500_mr025_nv10_18,0.75,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
SEIR015_sl250_mr025_nv10_7,1,0.25,0.4,1,0.375,0.545,0.667,0.25,0.364,1,0.25,0.4
SIR003_sl1000_mr1_nv10_17,0.952,0.625,0.755,0.917,0.688,0.786,0.952,0.625,0.755,0.913,0.656,0.764
SEIR01_sl500_mr025_nv10_14,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.667,0.667,0.667
SIR003_sl1000_mr1_nv10_9,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8
SEIR01_sl1000_mr025_nv10_6,0.833,0.714,0.769,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SIR003_sl1000_mr1_nv10_8,0.774,0.686,0.727,0.897,0.743,0.812,0.897,0.743,0.812,0.771,0.771,0.771
SEIR015_sl1000_mr0125_nv10_9,0.75,0.429,0.545,0.562,0.429,0.486,0.857,0.286,0.429,0.55,0.524,0.537
SIR003_sl250_mr05_nv10_6,0.929,0.394,0.553,0.913,0.636,0.75,0.857,0.545,0.667,0.875,0.636,0.737
SEIR015_sl1000_mr025_nv10_1,1,0.6,0.75,0.9,0.9,0.9,1,0.9,0.947,1,0.9,0.947
SEIR01_sl250_mr025_nv10_18,1,0.344,0.512,0.774,0.75,0.762,0.733,0.688,0.71,0.758,0.781,0.769
SIR01_sl250_mr15_nv10_10,1,0.375,0.545,0.688,0.589,0.635,0.727,0.571,0.64,0.688,0.589,0.635
SEIR015_sl1000_mr025_nv10_7,0.833,0.556,0.667,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR003_sl1000_mr1_nv10_4,0.852,0.793,0.821,0.923,0.828,0.873,0.923,0.828,0.873,0.828,0.828,0.828
SIR003_sl500_mr05_nv10_9,1,0.429,0.6,0.833,0.714,0.769,0.8,0.571,0.667,1,0.571,0.727
SIR003_sl250_mr05_nv10_13,0,0,0,0,0,0,0,0,0,0.25,0.143,0.182
SEIR015_sl250_mr025_nv10_1,0.667,0.118,0.2,0.933,0.824,0.875,0.923,0.706,0.8,0.824,0.824,0.824
SIR003_sl1000_mr025_nv10_8,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SIR003_sl1000_mr1_nv10_12,0.722,0.481,0.578,0.727,0.593,0.653,0.727,0.593,0.653,0.692,0.667,0.679
SIR01_sl1000_mr15_nv10_13,1,0.471,0.64,1,0.588,0.741,1,0.529,0.692,1,0.588,0.741
SIR003_sl1000_mr05_nv10_9,0.75,0.5,0.6,0.882,0.5,0.638,0.875,0.467,0.609,0.714,0.5,0.588
SIR01_sl1000_mr075_nv10_4,0.893,0.658,0.758,0.882,0.789,0.833,0.909,0.789,0.845,0.868,0.868,0.868
SIR01_sl1000_mr075_nv10_2,1,0.545,0.706,0.875,0.636,0.737,0.875,0.636,0.737,0.727,0.727,0.727
SEIR015_sl1000_mr05_nv10_18,0.957,0.537,0.688,0.972,0.854,0.909,0.917,0.805,0.857,0.857,0.878,0.867
SIR01_sl1000_mr075_nv10_13,0.636,0.5,0.56,0.875,0.5,0.636,0.875,0.5,0.636,0.643,0.643,0.643
SEIR015_sl1000_mr0125_nv10_6,1,0.543,0.704,0.957,0.629,0.759,0.909,0.571,0.702,0.882,0.857,0.87
SEIR015_sl1000_mr0125_nv10_20,0.958,0.561,0.708,0.946,0.854,0.897,0.889,0.78,0.831,0.875,0.854,0.864
SIR01_sl1000_mr075_nv10_6,0.75,0.375,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.875,0.7,0.778,0.857,0.6,0.706,0.857,0.6,0.706
SEIR01_sl1000_mr05_nv10_15,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_4,0.977,0.827,0.896,0.958,0.885,0.92,0.957,0.846,0.898,0.962,0.962,0.962
SIR01_sl1000_mr3_nv10_18,0.9,0.75,0.818,0.947,0.75,0.837,0.947,0.75,0.837,0.792,0.792,0.792
SIR01_sl250_mr15_nv10_11,1,0.292,0.452,0.625,0.417,0.5,0.667,0.417,0.513,0.625,0.417,0.5
SEIR01_sl250_mr025_nv10_7,0.8,0.286,0.421,0.75,0.857,0.8,0.706,0.857,0.774,0.75,0.857,0.8
SEIR015_sl1000_mr025_nv10_15,1,0.483,0.651,0.885,0.397,0.548,1,0.328,0.494,1,0.483,0.651
SEIR01_sl500_mr025_nv10_8,1,0.312,0.476,0.75,0.938,0.833,0.762,1,0.865,0.8,1,0.889
SEIR01_sl1000_mr0125_nv10_16,1,0.571,0.727,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr0125_nv10_11,1,0.538,0.7,0.909,0.769,0.833,1,0.692,0.818,0.9,0.692,0.783
SEIR01_sl1000_mr0125_nv10_1,1,0.667,0.8,0.857,0.667,0.75,0.857,0.667,0.75,0.812,0.722,0.765
SIR003_sl1000_mr1_nv10_1,0.8,0.706,0.75,0.867,0.765,0.812,0.75,0.706,0.727,0.778,0.824,0.8
SIR003_sl500_mr05_nv10_15,1,0.632,0.774,1,0.684,0.813,0.929,0.684,0.788,0.933,0.737,0.824
SEIR01_sl250_mr025_nv10_6,0.8,0.182,0.296,0.609,0.636,0.622,0.652,0.682,0.667,0.652,0.682,0.667
SEIR01_sl250_mr025_nv10_3,1,0.556,0.714,0.76,0.704,0.731,0.741,0.741,0.741,0.786,0.815,0.8
SEIR015_sl1000_mr05_nv10_17,0.95,0.551,0.697,0.902,0.797,0.846,0.9,0.783,0.837,0.926,0.913,0.92
SIR003_sl250_mr05_nv10_17,0.857,0.267,0.407,0.744,0.644,0.69,0.711,0.6,0.651,0.65,0.578,0.612
SEIR01_sl250_mr025_nv10_13,0,0,0,0.333,0.333,0.333,0.333,0.333,0.333,0.4,0.333,0.364
SEIR015_sl1000_mr05_nv10_13,0.978,0.738,0.841,0.962,0.836,0.895,0.98,0.82,0.893,0.968,0.984,0.976
SIR01_sl1000_mr3_nv10_6,0.604,0.537,0.569,0.805,0.611,0.695,0.786,0.611,0.688,0.618,0.63,0.624
SEIR01_sl250_mr025_nv10_15,0,0,0,0.75,0.857,0.8,0.667,0.857,0.75,0.625,0.714,0.667
SEIR015_sl1000_mr025_nv10_8,1,0.7,0.824,1,0.8,0.889,1,0.8,0.889,0.895,0.85,0.872
SEIR015_sl1000_mr05_nv10_10,1,0.444,0.615,0.857,0.667,0.75,0.857,0.667,0.75,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv10_13,1,0.1,0.182,0.5,0.2,0.286,0.5,0.2,0.286,0.5,0.2,0.286
SEIR015_sl1000_mr0125_nv10_4,1,0.8,0.889,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_13,1,0.231,0.375,0.667,0.615,0.64,0.636,0.538,0.583,0.692,0.692,0.692
SEIR015_sl1000_mr05_nv10_19,1,0.531,0.694,0.903,0.875,0.889,0.931,0.844,0.885,0.938,0.938,0.938
SEIR01_sl1000_mr0125_nv10_18,0.949,0.822,0.881,0.927,0.844,0.884,0.927,0.844,0.884,0.891,0.911,0.901
SEIR01_sl250_mr025_nv10_12,0.952,0.465,0.625,0.783,0.837,0.809,0.75,0.837,0.791,0.822,0.86,0.841
SIR003_sl500_mr05_nv10_17,0.833,0.5,0.625,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl250_mr15_nv10_7,0.9,0.22,0.353,0.643,0.439,0.522,0.696,0.39,0.5,0.654,0.415,0.507
SEIR015_sl1000_mr05_nv10_9,1,0.6,0.75,0.857,0.8,0.828,0.923,0.8,0.857,0.75,0.8,0.774
SIR003_sl250_mr05_nv10_15,1,0.5,0.667,0.857,0.75,0.8,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl250_mr05_nv10_2,1,0.429,0.6,0.923,0.857,0.889,0.833,0.714,0.769,0.917,0.786,0.846
SEIR015_sl1000_mr0125_nv10_8,1,0.778,0.875,0.824,0.778,0.8,0.889,0.889,0.889,0.85,0.944,0.895
SIR003_sl1000_mr05_nv10_16,0.857,0.72,0.783,0.895,0.68,0.773,0.882,0.6,0.714,0.64,0.64,0.64
SEIR01_sl1000_mr025_nv10_12,0.714,0.625,0.667,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl250_mr05_nv10_9,1,0.111,0.2,0.556,0.556,0.556,0.6,0.667,0.632,0.556,0.556,0.556
SIR01_sl1000_mr3_nv10_1,0.75,0.7,0.724,0.875,0.7,0.778,0.957,0.733,0.83,0.733,0.733,0.733
SIR003_sl1000_mr025_nv10_17,0.889,0.696,0.78,0.857,0.783,0.818,0.9,0.783,0.837,0.864,0.826,0.844
SEIR015_sl250_mr025_nv10_11,0.8,0.235,0.364,0.64,0.471,0.542,0.654,0.5,0.567,0.613,0.559,0.585
SIR003_sl1000_mr025_nv10_13,0.667,0.364,0.471,0.667,0.364,0.471,0.667,0.364,0.471,0.545,0.545,0.545
SEIR015_sl500_mr025_nv10_6,0.625,0.263,0.37,0.529,0.474,0.5,0.526,0.526,0.526,0.579,0.579,0.579
SEIR015_sl1000_mr0125_nv10_2,0.917,0.688,0.786,0.909,0.625,0.741,0.909,0.625,0.741,0.938,0.938,0.938
SIR01_sl250_mr15_nv10_15,1,0.125,0.222,0.333,0.25,0.286,0.333,0.25,0.286,0.333,0.25,0.286
SEIR01_sl1000_mr0125_nv10_5,0.95,0.809,0.874,0.956,0.915,0.935,0.953,0.872,0.911,0.911,0.872,0.891
SEIR015_sl1000_mr0125_nv10_17,1,0.423,0.595,0.87,0.769,0.816,0.909,0.769,0.833,0.885,0.885,0.885
SEIR01_sl1000_mr025_nv10_18,0.875,0.778,0.824,0.8,0.889,0.842,0.8,0.889,0.842,0.8,0.889,0.842
SIR003_sl1000_mr1_nv10_7,0.714,0.625,0.667,1,0.625,0.769,1,0.625,0.769,0.75,0.75,0.75
SEIR01_sl1000_mr0125_nv10_11,1,0.846,0.917,0.929,1,0.963,0.929,1,0.963,0.857,0.923,0.889
SEIR01_sl1000_mr05_nv10_1,0.909,0.769,0.833,0.909,0.769,0.833,0.909,0.769,0.833,0.923,0.923,0.923
SEIR01_sl1000_mr05_nv10_9,1,0.885,0.939,0.958,0.885,0.92,0.96,0.923,0.941,0.962,0.962,0.962
SIR003_sl1000_mr05_nv10_6,0.857,0.571,0.686,0.737,0.667,0.7,0.778,0.667,0.718,0.7,0.667,0.683
SIR003_sl1000_mr05_nv10_15,0.917,0.846,0.88,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.923
SEIR01_sl1000_mr05_nv10_8,1,0.875,0.933,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR003_sl1000_mr05_nv10_1,0.818,0.529,0.643,0.846,0.647,0.733,0.846,0.647,0.733,0.8,0.706,0.75
SEIR01_sl1000_mr05_nv10_5,0.938,0.833,0.882,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SEIR01_sl250_mr025_nv10_14,0.875,0.457,0.6,0.789,0.652,0.714,0.714,0.543,0.617,0.721,0.674,0.697
SIR003_sl500_mr05_nv10_4,0.938,0.577,0.714,0.857,0.692,0.766,0.85,0.654,0.739,0.85,0.654,0.739
SIR003_sl1000_mr025_nv10_9,0.682,0.536,0.6,0.85,0.607,0.708,0.842,0.571,0.681,0.667,0.643,0.655
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.6,0.75,1,0.6,0.75,0.8,0.8,0.8
SEIR015_sl500_mr025_nv10_15,0.913,0.724,0.808,0.849,0.776,0.811,0.881,0.638,0.74,0.897,0.897,0.897
SIR003_sl1000_mr05_nv10_8,0.805,0.717,0.759,0.872,0.739,0.8,0.833,0.761,0.795,0.773,0.739,0.756
SIR003_sl1000_mr1_nv10_15,0.667,0.545,0.6,0.667,0.727,0.696,0.667,0.727,0.696,0.667,0.727,0.696
SEIR01_sl1000_mr025_nv10_5,0.952,0.909,0.93,0.95,0.864,0.905,0.95,0.864,0.905,0.953,0.932,0.943
SIR01_sl250_mr15_nv10_18,0.5,0.1,0.167,0.565,0.65,0.605,0.545,0.6,0.571,0.524,0.55,0.537
SEIR01_sl1000_mr05_nv10_3,0.944,0.68,0.791,0.913,0.84,0.875,0.875,0.84,0.857,0.885,0.92,0.902
SIR01_sl1000_mr3_nv10_12,0.87,0.588,0.702,0.893,0.735,0.806,0.833,0.735,0.781,0.727,0.706,0.716
SIR01_sl1000_mr075_nv10_12,1,0.6,0.75,0.926,0.833,0.877,0.889,0.8,0.842,0.867,0.867,0.867
SEIR01_sl500_mr025_nv10_11,0.818,0.529,0.643,0.722,0.765,0.743,0.722,0.765,0.743,0.722,0.765,0.743
SIR003_sl250_mr05_nv10_18,0.75,0.222,0.343,0.625,0.37,0.465,0.556,0.37,0.444,0.526,0.37,0.435
SIR003_sl1000_mr05_nv10_12,0.824,0.764,0.792,0.898,0.8,0.846,0.896,0.782,0.835,0.815,0.8,0.807
SIR003_sl1000_mr025_nv10_16,0.667,0.471,0.552,0.8,0.706,0.75,0.8,0.706,0.75,0.688,0.647,0.667
SEIR01_sl1000_mr0125_nv10_20,0.95,0.76,0.844,0.923,0.96,0.941,0.885,0.92,0.902,0.92,0.92,0.92
SIR01_sl500_mr15_nv10_10,0.4,0.154,0.222,0.556,0.385,0.455,0.5,0.308,0.381,0.583,0.538,0.56
SIR003_sl250_mr05_nv10_7,0.786,0.239,0.367,0.613,0.413,0.494,0.567,0.37,0.447,0.533,0.348,0.421
SEIR01_sl500_mr025_nv10_17,0.5,0.167,0.25,0.4,0.333,0.364,0.4,0.333,0.364,0.571,0.667,0.615
SIR003_sl1000_mr05_nv10_10,1,0.769,0.87,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846
SEIR015_sl1000_mr025_nv10_5,0.947,0.75,0.837,0.851,0.833,0.842,0.884,0.792,0.835,0.878,0.896,0.887
SEIR01_sl1000_mr025_nv10_19,0.9,0.763,0.826,0.887,0.797,0.839,0.87,0.797,0.832,0.847,0.847,0.847
SEIR01_sl1000_mr025_nv10_3,0.884,0.776,0.826,0.915,0.878,0.896,0.896,0.878,0.887,0.898,0.898,0.898
