edges/dates,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
China->SouthKorea,100, 743, 0, 0, 0, 0, 0
China->Singapore,0, 843, 0, 0, 0, 0, 0
China->Australia,0, 700, 100, 0, 0, 0, 0
China->USA,100, 429, 100, 0, 0, 0, 0
Italy->Russia,100, 300, 100, 100, 0, 0, 0
Italy->Switzerland,0, 200, 400, 0, 0, 0, 0
Bangladesh->Sweden,0, 600, 0, 0, 0, 0, 0
USA->Taiwan,0, 0, 400, 157, 0, 0, 0
China->Taiwan,200, 200, 100, 43, 0, 0, 0
China->Thailand,300, 200, 0, 0, 0, 0, 0
Singapore->India,0, 400, 0, 100, 0, 0, 0
Russia->Bangladesh,0, 400, 0, 100, 0, 0, 0
SaudiArabia->Turkey,0, 0, 200, 300, 0, 0, 0
China->HongKong,286, 200, 0, 0, 0, 0, 0
France->Australia,100, 100, 100, 100, 0, 0, 0
France->Morocco,100, 0, 300, 0, 0, 0, 0
China->Malaysia,300, 100, 0, 0, 0, 0, 0
Sweden->Russia,100, 100, 100, 0, 100, 0, 0
Italy->Germany,100, 0, 100, 200, 0, 0, 0
India->Singapore,0, 400, 0, 0, 0, 0, 0
Spain->Argentina,0, 100, 300, 0, 0, 0, 0
Russia->Switzerland,0, 400, 0, 0, 0, 0, 0
Switzerland->India,0, 100, 300, 0, 0, 0, 0
Bangladesh->Latvia,0, 200, 200, 0, 0, 0, 0
Bangladesh->UnitedKingdom,0, 100, 200, 100, 0, 0, 0
USA->Canada,0, 0, 100, 300, 0, 0, 0
France->USA,0, 0, 400, 0, 0, 0, 0
SaudiArabia->USA,0, 0, 300, 100, 0, 0, 0
France->Netherlands,0, 0, 200, 200, 0, 0, 0
France->Switzerland,0, 0, 300, 100, 0, 0, 0
Chile->Netherlands,0, 84, 200, 84, 0, 0, 0
Italy->Poland,100, 112, 112, 0, 0, 0, 0
Italy->Iceland,0, 100, 212, 0, 0, 0, 0
China->Oman,200, 100, 0, 0, 0, 0, 0
China->Japan,100, 200, 0, 0, 0, 0, 0
